Ground Roll Distance, Horizontal Forces
   0.000000, 3896.147082
   0.000000, 3877.247008
   0.000000, 3747.976435
   0.000000, 3722.715830
   0.000000, 3697.648723
   0.000000, 3672.773299
   0.000000, 3648.087762
   0.000000, 3643.173285
   0.000000, 3643.036835
   0.000000, 3642.972225
   0.000000, 3642.905251
   0.000000, 3642.863674
   0.000000, 3642.849485
   0.000000, 3642.844551
   0.000000, 3642.842516
   0.000000, 3642.838731
   0.000000, 3642.800883
   0.000000, 3642.422405
   0.000000, 3638.637716
   0.000000, 3600.801138
   0.000000, 3329.083367
   0.000000, 3230.375446
   0.000000, 3194.922680
   0.000000, 3160.401430
   0.000000, 2892.829733
   0.000000, 2629.334352
   0.000000, 2371.245930
   0.000000, 2119.927633
   0.000000, 1876.760856
   0.000000, 1643.129515
   0.000000, 1420.403174
   0.000000, 1209.919308
   0.000000, 1012.965050
   0.000000,  830.758820
   0.000000,  810.932031
   0.000000,  798.917453
   0.000000,  788.039328
   0.000000,  682.805352
   0.000000,  530.932580
   0.000000,  396.570421
   0.000000,  280.661871
   0.000000,  184.010214
   0.000000,  107.265469
   0.000000,   50.913346
   0.000000,   15.267022
   0.000000,    0.461990
   0.000000,    0.001066
   0.000000,    0.000007
