Ground Roll Distance, Horizontal Forces
   0.000000,  709.321328
   0.000000,  714.797723
   0.000000,  752.254541
   0.000000,  759.573932
   0.000000,  766.837256
   0.000000,  774.045039
   0.000000,  781.197801
   0.000000,  782.621797
   0.000000,  782.661334
   0.000000,  782.680055
   0.000000,  782.699461
   0.000000,  782.711508
   0.000000,  782.715619
   0.000000,  782.717049
   0.000000, 7827.176387
   0.000000, 7827.187354
   0.000000, 7827.297020
   0.000000, 7828.393681
   0.000000, 7839.360012
   0.000000, 7948.993458
   0.000000, 8736.309779
   0.000000, 9022.321096
   0.000000, 9125.047323
   0.000000, 9225.074432
   0.000000, 10000.377291
   0.000000, 10763.868810
   0.000000, 11511.693387
   0.000000, 12239.901174
   0.000000, 12944.489510
   0.000000, 13621.448428
   0.000000, 14266.809543
   0.000000, 14876.697451
   0.000000, 15447.382620
   0.000000, 15975.334611
   0.000000, 16032.783762
   0.000000, 16067.596623
   0.000000, 16099.116553
   0.000000, 16404.037453
   0.000000, 16844.096680
   0.000000, 17233.417998
   0.000000, 17569.269027
   0.000000, 17849.322213
   0.000000, 18071.694088
   0.000000, 18234.977283
   0.000000, 18338.264353
   0.000000, 18381.162700
   0.000000, 18382.498254
   0.000000, 18382.501320
