Ground Roll Distance, Horizontal Forces
1117.822418, -1418.588584
1144.387939, -1413.190238
1328.355330, -1375.908918
1364.776405, -1368.549114
1401.074596, -1361.220962
1437.250428, -1353.924250
1473.304426, -1346.658768
1480.500652, -1345.209401
1480.700543, -1345.169146
1480.795193, -1345.150084
1480.893308, -1345.130325
1480.954218, -1345.118059
1480.975005, -1345.113873
1480.982233, -1345.112417
1480.984878, -1345.111817
1480.987375, -1345.110700
1481.012343, -1345.099534
1481.262015, -1344.987867
1483.758025, -1343.870914
1508.646640, -1332.672328
1684.022558, -1250.459264
1746.324980, -1219.766741
1768.525456, -1209.260189
1790.052165, -1199.942714
1953.953040, -1125.925683
2110.493241, -1049.608730
2259.450412, -971.052245
2400.608761, -890.329980
2533.760383, -807.529226
2658.706582, -722.750856
2775.259201, -636.109189
2883.241925, -547.731682
2982.491542, -457.758445
3072.859151, -366.341567
3082.612247, -355.812410
3088.514909, -350.222211
3093.853733, -347.206065
3145.222090, -316.879066
3218.489898, -268.634223
3282.494920, -219.775056
3337.129010, -170.397109
3382.302672, -120.600227
3417.945804,  -70.487774
3444.008287,  -20.165796
3460.460419,   30.257866
3467.293167,   80.674494
3467.506125,   90.781791
3467.506614,   91.291693
