Mach, Efficiency
   0.229761,   14.635897
   0.231440,   14.719413
   0.233120,   14.801764
   0.234800,   14.881297
   0.236480,   14.957140
   0.238159,   15.032310
   0.239839,   15.101674
   0.241519,   15.170720
   0.243199,   15.235106
   0.244878,   15.298127
   0.246558,   15.357279
   0.248238,   15.414500
   0.249918,   15.468136
   0.251597,   15.519858
   0.253277,   15.567730
   0.254957,   15.614323
   0.256636,   15.656215
   0.258316,   15.698122
   0.259996,   15.733853
   0.261676,   15.769980
   0.263355,   15.801005
   0.265035,   15.830728
   0.266715,   15.858132
   0.268395,   15.881351
   0.270074,   15.904784
   0.271754,   15.922434
   0.273434,   15.939221
   0.275114,   15.954652
   0.276793,   15.964773
   0.278473,   15.974968
   0.280153,   15.982219
   0.281833,   15.985707
   0.283512,   15.989217
   0.285192,   15.989244
   0.286872,   15.986060
   0.288552,   15.982858
   0.290231,   15.976724
   0.291911,   15.966891
   0.293591,   15.957014
   0.295271,   15.945875
   0.296950,   15.929475
   0.298630,   15.913017
   0.300310,   15.896500
   0.301990,   15.875269
   0.303669,   15.852377
   0.305349,   15.829424
   0.307029,   15.805880
   0.308709,   15.776747
   0.310388,   15.747564
   0.312068,   15.718331
   0.313748,   15.687893
   0.315428,   15.652722
   0.317107,   15.617522
   0.318787,   15.582295
   0.320467,   15.546770
   0.322147,   15.505886
   0.323826,   15.465003
   0.325506,   15.424125
   0.327186,   15.383252
   0.328865,   15.339127
   0.330545,   15.292943
   0.332225,   15.246803
   0.333905,   15.200709
   0.335584,   15.154662
   0.337264,   15.104383
   0.338944,   15.053401
   0.340624,   15.002512
   0.342303,   14.951717
   0.343983,   14.901017
   0.345663,   14.847009
   0.347343,   14.791768
   0.349022,   14.736671
   0.350702,   14.681721
   0.352382,   14.626917
   0.354062,   14.571524
   0.355741,   14.512576
   0.357421,   14.453827
   0.359101,   14.395278
   0.360781,   14.336931
   0.362460,   14.278786
   0.364140,   14.220259
   0.365820,   14.158409
   0.367500,   14.096814
   0.369179,   14.035473
   0.370859,   13.974389
   0.372539,   13.913560
   0.374219,   13.852987
   0.375898,   13.790517
   0.377578,   13.726713
   0.379258,   13.663217
   0.380938,   13.600027
   0.382617,   13.537144
   0.384297,   13.474567
   0.385977,   13.412295
   0.387657,   13.349093
   0.389336,   13.284033
   0.391016,   13.219327
   0.392696,   13.154974
   0.394375,   13.090972
   0.396055,   13.027321
