Mach, Climb Angle
   0.408794,    1.162180
   0.412543,    1.186583
   0.416293,    1.209547
   0.420043,    1.231184
   0.423792,    1.251596
   0.427542,    1.271265
   0.431291,    1.289863
   0.435041,    1.307514
   0.438790,    1.323128
   0.442540,    1.339186
   0.446289,    1.355641
   0.450039,    1.370286
   0.453789,    1.384430
   0.457538,    1.396870
   0.461288,    1.411251
   0.465037,    1.424538
   0.468787,    1.436725
   0.472536,    1.448104
   0.476286,    1.458776
   0.480035,    1.469441
   0.483785,    1.478909
   0.487535,    1.487664
   0.491284,    1.495494
   0.495034,    1.502169
   0.498783,    1.508401
   0.502533,    1.513166
   0.506282,    1.518030
   0.510032,    1.520917
   0.513781,    1.523434
   0.517531,    1.525163
   0.521281,    1.525792
   0.525030,    1.526489
   0.528780,    1.525461
   0.532529,    1.524073
   0.536279,    1.522690
   0.540028,    1.519439
   0.543778,    1.516370
   0.547527,    1.513429
   0.551277,    1.508742
   0.555027,    1.504082
   0.558776,    1.499450
   0.562526,    1.493698
   0.566275,    1.487942
   0.570025,    1.482201
   0.573774,    1.475400
   0.577524,    1.467875
   0.581274,    1.460436
   0.585023,    1.453000
   0.588773,    1.443774
   0.592522,    1.434526
   0.596272,    1.424800
   0.600021,    1.414718
   0.603771,    1.403103
   0.607520,    1.391469
   0.611270,    1.379724
   0.615020,    1.367741
   0.618769,    1.354055
   0.622519,    1.340305
   0.626268,    1.326525
   0.630018,    1.312852
   0.633767,    1.298384
   0.637517,    1.283015
   0.641266,    1.267607
   0.645016,    1.252190
   0.648766,    1.236830
   0.652515,    1.220468
   0.656265,    1.203397
   0.660014,    1.186278
   0.663764,    1.169165
   0.667513,    1.152023
   0.671263,    1.134437
   0.675012,    1.115619
   0.678762,    1.096760
   0.682512,    1.077910
   0.686261,    1.059002
   0.690011,    1.040035
   0.693760,    1.020427
   0.697510,    0.999740
   0.701259,    0.978954
   0.705009,    0.958101
   0.708758,    0.937182
   0.712508,    0.916184
   0.716258,    0.895063
   0.720007,    0.872555
   0.723757,    0.849821
   0.727506,    0.827013
   0.731256,    0.804113
   0.735005,    0.781129
   0.738755,    0.758071
   0.742504,    0.734939
   0.746254,    0.710747
   0.750004,    0.685832
   0.753753,    0.660835
   0.757503,    0.635758
   0.761252,    0.610600
   0.765002,    0.585296
   0.768751,    0.559870
   0.772501,    0.534363
   0.776250,    0.508001
   0.780000,    0.480992
