Mach, Rate of Climb
   0.210795,  447.144951
   0.215131,  453.206274
   0.219466,  470.221902
   0.223802,  485.180364
   0.228137,  498.234622
   0.232472,  508.354615
   0.236808,  517.329182
   0.241143,  524.562453
   0.245479,  529.937925
   0.249814,  533.922790
   0.254149,  535.910962
   0.258485,  536.655422
   0.262820,  535.982840
   0.267156,  532.853574
   0.271491,  529.964649
   0.275826,  523.827043
   0.280162,  516.584600
   0.284497,  509.716235
   0.288833,  499.109371
   0.293168,  487.615067
   0.297503,  476.364051
   0.301839,  462.742225
   0.306174,  446.864380
   0.310510,  430.967269
   0.314845,  414.777544
   0.319180,  395.695508
   0.323516,  374.881016
   0.327851,  353.792015
   0.332187,  331.863620
   0.336522,  309.346660
   0.340857,  283.521175
   0.345193,  256.305679
   0.349528,  228.192053
   0.353864,  199.827203
   0.358199,  170.490396
   0.362534,  139.966739
   0.366870,  105.708900
   0.371205,   70.396519
   0.375541,   33.968749
   0.379876,   -3.193643
   0.384211,  -41.344647
   0.388547,  -80.625250
   0.392882, -120.839736
   0.397218, -164.371387
   0.401553, -210.353761
   0.405888, -257.522884
   0.410224, -305.835052
   0.414559, -355.437997
   0.418895, -406.301687
   0.423230, -458.325004
   0.427565, -511.665346
   0.431901, -566.327125
   0.436236, -622.167482
   0.440572, -682.213026
   0.444907, -744.383120
   0.449242, -807.908052
   0.453578, -872.893376
   0.457913, -939.369356
   0.462249, -1007.275760
   0.466584, -1076.659813
   0.470919, -1147.565898
   0.475255, -1219.968828
   0.479590, -1293.879099
   0.483926, -1369.343435
   0.488261, -1446.360724
   0.492596, -1524.928490
   0.496932, -1605.083010
   0.501267, -1689.549885
   0.505603, -1776.515312
   0.509938, -1865.194241
   0.514273, -1955.598602
   0.518609, -2047.777055
   0.522944, -2141.706549
   0.527280, -2237.397904
   0.531615, -2334.925260
   0.535950, -2434.255733
   0.540286, -2535.385147
   0.544621, -2638.400162
   0.548957, -2743.286215
   0.553292, -2850.008949
   0.557627, -2958.653080
   0.561963, -3069.252944
   0.566298, -3181.727882
   0.570634, -3296.145370
   0.574969, -3412.621287
   0.579304, -3531.011332
   0.583640, -3651.349239
   0.587975, -3773.866871
   0.592311, -3898.338336
   0.596646, -4026.106576
   0.600981, -4158.356564
   0.605317, -4292.707605
   0.609652, -4429.142843
   0.613988, -4567.942573
   0.618323, -4708.955761
   0.622658, -4852.095857
   0.626994, -4997.608143
   0.631329, -5145.466420
   0.635665, -5295.494970
   0.640000, -5447.885455
