alpha body, Efficiency
 -10.000000,   -8.477535
  -9.000000,   -8.535743
  -8.000000,   -8.468027
  -7.000000,   -8.195787
  -6.000000,   -7.606269
  -5.000000,   -6.512725
  -4.000000,   -4.725777
  -3.000000,   -2.101352
  -2.000000,    1.407396
  -1.000000,    5.549396
   0.000000,    9.754866
   1.000000,   13.242195
   2.000000,   15.574430
   3.000000,   16.732933
   4.000000,   16.956668
   5.000000,   16.550455
   6.000000,   15.746647
   7.000000,   14.793527
   8.000000,   13.818296
   9.000000,   12.879103
  10.000000,   11.998777
  11.000000,   11.177784
  12.000000,   10.345474
  13.000000,    9.431911
  14.000000,    8.463978
  15.000000,    7.529084
  16.000000,    6.739639
  17.000000,    6.447253
  18.000000,    6.737796
