alpha body, Efficiency
 -10.000000,   -7.922554
  -9.000000,   -7.978225
  -8.000000,   -7.916311
  -7.000000,   -7.663341
  -6.000000,   -7.114502
  -5.000000,   -6.094759
  -4.000000,   -4.426775
  -3.000000,   -1.975480
  -2.000000,    1.303470
  -1.000000,    5.175315
   0.000000,    9.102947
   1.000000,   12.357632
   2.000000,   14.533674
   3.000000,   15.612918
   4.000000,   15.817662
   5.000000,   15.437870
   6.000000,   14.689462
   7.000000,   13.800659
   8.000000,   12.891028
   9.000000,   12.016162
  10.000000,   11.196582
  11.000000,   10.429890
  12.000000,    9.653261
  13.000000,    8.795759
  14.000000,    7.859997
  15.000000,    6.994499
