alpha body, Efficiency
 -10.000000,   -8.295261
  -9.090909,   -8.352873
  -8.181818,   -8.315522
  -7.272727,   -8.098996
  -6.363636,   -7.644128
  -5.454545,   -6.866755
  -4.545455,   -5.628074
  -3.636364,   -3.758364
  -2.727273,   -1.200886
  -1.818182,    2.035241
  -0.909091,    5.720159
  -0.000000,    9.372460
   0.909091,   12.517837
   1.818182,   14.835601
   2.727273,   16.171431
   3.636364,   16.602938
   4.545455,   16.457353
   5.454545,   15.946556
   6.363636,   15.201555
   7.272727,   14.347198
   8.181818,   13.492965
   9.090909,   12.667851
  10.000000,   11.876906
  10.909091,   11.136055
  11.818182,   10.417505
  12.727273,    9.649499
  13.636364,    8.825981
  14.545455,    7.990518
  15.454545,    7.203427
  16.363636,    6.530063
  17.272727,    6.216826
  18.181818,    6.305665
  19.090909,    6.731282
  20.000000,    7.603108
