Ground distance, Fuel used
   0.000000,    0.000075
   2.424499,    0.375117
   5.462439,    0.750278
  12.335103,    1.125675
  20.303261,    1.501139
  32.061821,    1.876774
  44.903214,    2.252456
  61.489474,    2.628245
  79.145559,    3.004065
 100.499837,    3.379930
 122.910607,    3.755807
 148.971565,    4.131712
 176.075300,    4.507624
 206.772706,    4.883848
 238.496744,    5.260161
 273.747500,    5.636727
 310.005761,    6.013365
 349.723209,    6.390125
 390.428869,    6.766920
 434.526052,    7.143713
 479.592116,    7.520506
 527.981991,    7.897180
 577.321403,    8.273820
 629.916947,    8.650254
 683.442695,    9.026630
 740.151275,    9.403419
 797.769120,    9.780326
 858.483816,   10.157803
 920.083213,   10.535444
 984.692662,   10.913397
1050.162017,   11.291439
1118.555985,   11.669556
1187.785451,   12.047695
1259.855508,   12.425691
1332.737058,   12.803647
1408.376635,   13.181261
1484.804119,   13.558778
1563.908567,   13.935771
1643.777764,   14.312616
1726.244472,   14.689194
1809.453231,   15.065695
1895.182241,   15.442737
1981.631231,   15.819933
2070.525058,   16.197476
2160.117321,   16.575119
2200.785492,   16.744932
2293.597362,   17.122770
2387.036603,   17.500595
2482.607633,   17.878381
2578.807551,   18.256111
2677.144412,   18.633649
2776.064787,   19.011095
2876.967921,   19.388226
2954.927915,   19.679605
3057.582229,   20.056362
3077.370249,   20.128987
3180.626527,   20.505584
3284.089679,   20.882089
3385.321238,   21.250445
3446.657518,   21.473856
3550.017261,   21.850297
3653.377238,   22.226687
3756.736929,   22.603031
3860.096069,   22.979324
3963.455067,   23.355553
4066.814110,   23.731745
4121.766692,   23.931755
4225.125586,   24.307869
4328.484506,   24.683937
4431.843642,   25.059949
4535.203003,   25.435908
4638.562496,   25.811835
4741.922637,   26.187693
4845.283035,   26.563523
4948.643801,   26.939284
5052.004713,   27.315017
5155.365593,   27.690672
5258.726466,   28.066312
5362.086909,   28.441860
5465.447335,   28.817403
5568.807502,   29.192852
5672.167659,   29.568296
5775.528320,   29.943645
5878.889000,   30.318990
5927.296316,   30.494751
6030.656933,   30.869990
6134.017676,   31.245179
6237.378501,   31.620334
6340.739298,   31.995429
6444.100076,   32.370485
6547.460758,   32.745481
6650.821376,   33.120437
6754.182339,   33.495334
6857.543529,   33.870192
6960.904697,   34.244992
7064.265849,   34.619754
7167.626668,   34.994443
7270.987391,   35.369111
7374.347783,   35.743702
7477.708079,   36.118271
7581.068188,   36.492763
7684.428242,   36.867233
7787.788718,   37.241626
7891.149317,   37.615997
7994.509911,   37.990295
8097.870504,   38.364571
8201.230779,   38.738757
8304.591036,   39.112939
8407.951045,   39.487027
8511.311039,   39.861109
8614.671018,   40.235099
8718.030997,   40.609082
8821.390781,   40.982996
8924.750595,   41.356850
9028.110761,   41.730651
9131.470897,   42.104427
9234.830944,   42.478130
9338.190841,   42.851807
9441.550311,   43.225412
9544.909687,   43.598991
9648.268795,   43.972497
9751.628027,   44.345977
9854.987611,   44.719384
9958.347195,   45.092766
10061.706778,   45.466079
10165.066254,   45.839351
10268.425588,   46.212570
10371.784885,   46.585746
10475.144133,   46.958866
10578.503597,   47.331943
10681.863344,   47.704965
10785.222999,   48.077945
10888.582533,   48.450873
10991.942164,   48.823743
11095.301861,   49.196576
11198.661672,   49.569352
11302.021559,   49.942091
11405.381372,   50.314757
11508.741162,   50.687401
11612.100952,   51.059970
11715.460742,   51.432516
11818.820337,   51.804987
11922.179873,   52.177435
12025.539495,   52.549811
12128.899143,   52.922166
12232.258748,   53.294435
12335.618273,   53.666683
12438.977523,   54.038858
12542.336737,   54.411012
12645.695826,   54.783089
12749.054883,   55.155145
12852.413828,   55.527125
12955.772699,   55.899082
13059.131308,   56.270964
13162.489862,   56.642823
13265.848223,   57.014607
13369.206585,   57.386368
13472.564952,   57.758054
13575.923287,   58.129722
13679.281511,   58.501327
13782.639578,   58.872880
13885.997944,   59.244382
13989.356689,   59.615825
14092.715844,   59.987226
14196.075453,   60.358582
14299.435258,   60.729889
14402.795231,   61.101153
14506.155060,   61.472353
14609.514830,   61.843528
14712.874361,   62.214621
14816.233851,   62.585701
14919.593794,   62.956698
15022.953815,   63.327680
15126.313669,   63.698601
15229.673439,   64.069469
15333.033341,   64.440286
15436.393754,   64.811038
15539.754176,   65.181775
15643.114377,   65.552446
15746.474691,   65.923057
15849.835279,   66.293626
15953.195797,   66.664157
16056.556212,   67.034628
16159.916397,   67.405061
16263.276240,   67.775436
16366.635973,   68.145771
16469.995540,   68.516048
16573.355038,   68.886286
16676.714432,   69.256465
16780.073590,   69.626606
16883.432396,   69.996688
16986.790974,   70.366732
17090.149214,   70.736717
17193.507407,   71.106663
17296.865529,   71.476551
17400.223566,   71.846399
17503.581477,   72.216190
17606.939249,   72.585942
17710.296813,   72.955635
17813.654568,   73.325289
17917.012605,   73.694885
18020.370608,   74.064444
18123.728561,   74.433947
18227.086294,   74.803397
18330.443857,   75.172807
18433.801147,   75.542162
18537.158225,   75.911475
18640.515159,   76.280750
18743.871885,   76.649956
18847.228891,   77.019110
18950.586129,   77.388228
19053.943388,   77.757294
19157.300663,   78.126320
19260.657622,   78.495278
19364.014460,   78.864211
19467.371071,   79.233073
19570.727594,   79.601909
19674.084478,   79.970674
19777.441498,   80.339413
19880.798554,   80.708084
19984.155622,   81.076730
20087.512318,   81.445293
