alpha body, CLh_e
  -4.000000,   -0.530623
  -3.172414,   -0.519159
  -2.344828,   -0.507158
  -1.517241,   -0.494607
  -0.689655,   -0.481507
   0.137931,   -0.467454
   0.965517,   -0.453268
   1.793103,   -0.438510
   2.620690,   -0.423174
   3.448276,   -0.407257
   4.275862,   -0.390749
   5.103448,   -0.373647
   5.931034,   -0.355945
   6.758621,   -0.337636
   7.586207,   -0.318695
   8.413793,   -0.298730
   9.241379,   -0.277241
  10.068966,   -0.254028
  10.896552,   -0.229162
