Ground Distance, Horizontal Forces
   0.000000, 216604.859388
   1.855531, 213658.491963
   7.385609, 210754.549853
  16.535086, 207892.783190
  29.248359, 205073.062091
  45.469417, 202293.567444
  65.141892, 199554.435796
  88.209100, 196856.273460
 114.614104, 194198.564259
 144.299754, 191578.242821
 177.208735, 188998.802645
 213.283630, 186460.344102
 252.466987, 183963.215693
 294.701407, 181512.837702
 339.929664, 179109.479478
 388.094774, 176758.265117
 439.140110, 174454.696313
 493.009404, 172199.579910
 549.646768, 169979.595661
 576.706913, 168965.427436
 637.296845, 166458.114755
 677.576266, 164553.061024
 715.368679, 162674.461961
 748.258526, 161674.906998
 815.569039, 160196.894667
 884.126869, 159403.673564
 900.184214, 159283.039294
 968.494862, 158999.516929
1037.781758, 159797.173275
1107.068027, 159878.363893
1176.353765, 159791.359615
1245.639141, 159665.543969
1314.924256, 159526.300044
1384.209403, 159381.549560
1453.494346, 159236.193094
1522.779413, 159093.190867
1592.064567, 158947.413970
1661.349843, 158801.265713
1730.635231, 158654.836425
1731.538732, 158652.956587
1793.484110, 158529.744077
1862.769451, 158382.841584
1932.054788, 158239.281291
2001.340191, 158093.039318
2070.625703, 157947.010986
2139.911349, 157801.157957
2209.197153, 157655.515952
2278.483115, 157510.093328
2347.769223, 157364.900110
2417.055496, 157221.118578
2486.341906, 157078.614721
2555.628444, 156936.321624
2624.915151, 156791.432910
2694.201999, 156649.560555
2763.489005, 156507.916978
2832.776137, 156366.465384
2902.063428, 156225.230766
2971.350858, 156084.209950
3040.638423, 155943.395718
3109.926126, 155802.788720
3179.213971, 155662.377743
3248.501974, 155522.166572
3317.790135, 155382.172997
3387.078444, 155242.382207
3456.366906, 155102.791439
3525.655521, 154963.417590
3594.944289, 154824.226563
3664.233231, 154685.237512
3733.522347, 154546.453204
3802.811636, 154407.873228
3872.101081, 154269.518321
3941.390683, 154129.900400
4010.680432, 153989.405001
4079.970343, 153849.078524
4149.260443, 153708.949632
4218.550713, 153569.059483
4287.841155, 153429.357021
4357.131795, 153289.841049
4426.422608, 153150.565045
4495.713617, 153010.976407
4565.004804, 152869.363057
4634.296181, 152730.732047
4703.587708, 152592.295255
4772.879416, 152454.063739
4842.171301, 152316.032428
4911.463367, 152178.218559
4980.755601, 152040.588034
5050.048030, 151903.168852
5119.340640, 151765.955975
5188.633435, 151628.931555
5257.926425, 151492.122553
5327.219592, 151355.523637
5396.512930, 151219.123884
5465.806446, 151082.917550
5535.100008, 150771.202675
5604.393079, 150433.522274
5673.686060, 150093.006936
5742.979254, 149753.688017
5812.272639, 149415.616961
5881.566166, 149078.762921
5950.859835, 148743.099517
6020.153659, 148405.208577
6089.447634, 148072.032665
6158.741785, 147740.053381
6228.036112, 147409.264057
6297.330603, 147079.683210
6366.625242, 146751.272481
6435.920039, 146424.040603
6505.214982, 146097.992017
6574.510096, 145773.080284
6643.805371, 145445.801758
6713.100775, 145123.340322
6782.396314, 144802.013383
6851.692028, 144481.839212
6920.987905, 144162.840463
6990.283930, 143844.961450
7059.580132, 143528.227319
7128.876507, 143212.630047
7198.173047, 142892.822015
7267.469753, 142573.016265
7336.766619, 142254.403345
7406.063640, 141936.954081
7475.360855, 141620.633531
7544.658233, 141301.802074
7613.955753, 140987.889506
7683.253441, 140675.147932
7752.551273, 140363.544796
7821.849272, 140053.077467
7891.147453, 139743.751559
7960.445810, 139435.575172
8000.000000, 139258.413233
