Ground Roll Distance, Horizontal Forces
 339.063452, -23198.757572
 347.040907, -23120.504085
 402.113216, -22589.643338
 413.005807, -22486.564647
 423.858246, -22384.489805
 434.670735, -22283.407430
 445.443470, -22183.306298
 447.593264, -22163.402844
 447.644993, -22162.924219
 447.682368, -22162.578418
 447.700784, -22162.408024
 447.712493, -22162.299696
 447.716572, -22162.261955
 447.718950, -22162.239958
 447.719427, -75973.163103
 447.719861, -75973.280180
 447.724205, -75974.450961
 447.767639, -75986.159630
 448.201889, -76103.332817
 452.534861, -77283.754552
 483.997811, -86514.374834
 491.450409, -88884.421980
 499.799419, -91622.929180
 535.322690, -104498.870576
 568.667928, -118747.140846
 598.542904, -133792.770812
 625.040891, -149464.111748
 648.360866, -165599.293118
 668.725764, -182028.147523
 686.361507, -198573.106469
 690.583998, -202931.438867
 691.284618, -203667.396206
 692.111781, -204503.764179
 700.111981, -212925.970377
 705.021995, -218423.671575
 708.463646, -222445.478709
 709.624491, -223828.497884
 710.659040, -225064.809478
 720.361993, -237426.350715
 723.013684, -241082.675783
 725.199069, -244202.586616
 726.404049, -245967.606449
 727.090349, -246987.981912
 727.434348, -247480.595389
 727.773961, -247954.760465
 731.046368, -252651.588231
 739.461428, -266089.877524
 745.855189, -278524.307178
 747.244120, -282135.914665
 748.335298, -285273.515146
 751.144569, -296611.807857
 751.423303, -298969.026142
 751.510489, -300242.775163
 751.542995, -301314.239189
 751.544494, -301518.811746
 751.544637, -301586.861940
 751.544645, -301607.196660
