Ground Roll Distance, Horizontal Forces
   0.000000, 2034.841971
   0.000000, 2075.192806
   0.000000, 2349.771039
   0.000000, 2403.262751
   0.000000, 2456.291896
   0.000000, 2508.863513
   0.000000, 2560.982569
   0.000000, 2571.352506
   0.000000, 2571.601904
   0.000000, 2571.782092
   0.000000, 2571.870880
   0.000000, 2571.927327
   0.000000, 2571.946993
   0.000000, 2571.958455
   0.000000, 56382.898576
   0.000000, 56383.031955
   0.000000, 56384.365751
   0.000000, 56397.704646
   0.000000, 56531.187346
   0.000000, 57875.429157
   0.000000, 68357.226074
   0.000000, 71041.783037
   0.000000, 74150.131852
   0.000000, 88706.256733
   0.000000, 104705.396436
   0.000000, 121482.225606
   0.000000, 138833.377781
   0.000000, 156570.218329
   0.000000, 174498.284739
   0.000000, 192418.024123
   0.000000, 197115.538213
   0.000000, 197908.123592
   0.000000, 198811.463722
   0.000000, 207887.166622
   0.000000, 213790.316163
   0.000000, 218097.729735
   0.000000, 219584.546829
   0.000000, 220924.818093
   0.000000, 234277.007988
   0.000000, 238208.434979
   0.000000, 241556.188197
   0.000000, 243447.196194
   0.000000, 244539.424306
   0.000000, 245068.074903
   0.000000, 245577.826223
   0.000000, 250617.722728
   0.000000, 264929.530304
   0.000000, 277983.580985
   0.000000, 281713.897992
   0.000000, 284935.692235
   0.000000, 296375.261656
   0.000000, 298694.931147
   0.000000, 299935.597508
   0.000000, 300970.873004
   0.000000, 301167.564884
   0.000000, 301232.920095
   0.000000, 301252.442207
