Speed (CAS), Rate of Climb
  81.081024,    4.398649
  81.724442,    4.460313
  82.367860,    4.559434
  83.011278,    4.664374
  83.654695,    4.771936
  84.298113,    4.880509
  84.941531,    4.987042
  85.584949,    5.095211
  86.228367,    5.201845
  86.871785,    5.304910
  87.515203,    5.409464
  88.158621,    5.515517
  88.802039,    5.614183
  89.445456,    5.711569
  90.088874,    5.810238
  90.732292,    5.910200
  91.375710,    6.009645
  92.019128,    6.098733
  92.662546,    6.188859
  93.305964,    6.280266
  93.949382,    6.372799
  94.592800,    6.466399
  95.236217,    6.558989
  95.879635,    6.636799
  96.523053,    6.715338
  97.166471,    6.794613
  97.809889,    6.874627
  98.453307,    6.955388
  99.096725,    7.036901
  99.740143,    7.114909
 100.383560,    7.180160
 101.026978,    7.245836
 101.670396,    7.311941
 102.313814,    7.378480
 102.957232,    7.445454
 103.600650,    7.512868
 104.244068,    7.580725
 104.887486,    7.644697
 105.530904,    7.697183
 106.174321,    7.749824
 106.817739,    7.802622
 107.461157,    7.855579
 108.104575,    7.908695
 108.747993,    7.961973
 109.391411,    8.015414
 110.034829,    8.069020
 110.678247,    8.122792
 111.321665,    8.160861
 111.965082,    8.195910
 112.608500,    8.230661
 113.251918,    8.265265
 113.895336,    8.299721
 114.538754,    8.334029
 115.182172,    8.368189
 115.825590,    8.402201
 116.469008,    8.436065
 117.112426,    8.469780
 117.755843,    8.503347
 118.399261,    8.523621
 119.042679,    8.539859
 119.686097,    8.555673
 120.329515,    8.571061
 120.972933,    8.586021
 121.616351,    8.600551
 122.259769,    8.614651
 122.903187,    8.628318
 123.546604,    8.641551
 124.190022,    8.654348
 124.833440,    8.666708
 125.476858,    8.678629
 126.120276,    8.690110
 126.763694,    8.699382
 127.407112,    8.693181
 128.050530,    8.686262
 128.693948,    8.678597
 129.337365,    8.670145
 129.980783,    8.661147
 130.624201,    8.654764
 131.267619,    8.647414
 131.911037,    8.638986
 132.554455,    8.629354
 133.197873,    8.618367
 133.841291,    8.605851
 134.484709,    8.591605
 135.128126,    8.575405
 135.771544,    8.556994
 136.414962,    8.536088
 137.058380,    8.512368
 137.701798,    8.484288
 138.345216,    8.438339
 138.988634,    8.384765
 139.632052,    8.326482
 140.275470,    8.262978
 140.918887,    8.193693
 141.562305,    8.118021
 142.205723,    8.035305
 142.849141,    7.944837
 143.492559,    7.845852
 144.135977,    7.737527
 144.779395,    7.618979
