Ground distance, CL
   0.000000,    1.945000
   0.000003,    1.945000
   0.000048,    1.945000
   0.000449,    1.945000
   0.002594,    1.945000
   0.010908,    1.945000
   0.025032,    1.945000
   0.044951,    1.945000
   0.070705,    1.945000
   0.102300,    1.945000
   0.139755,    1.945000
   0.183297,    1.945000
   0.232761,    1.945000
   0.288207,    1.945000
   0.350055,    1.945000
   0.418255,    1.945000
   0.492692,    1.945000
   0.572858,    1.945000
   0.660181,    1.945000
   0.753414,    1.945000
   0.852777,    1.945000
   0.959331,    1.945000
   1.073379,    1.945000
   1.194157,    1.945000
   1.323256,    1.945000
   1.458274,    1.945000
   1.600926,    1.945000
   1.751662,    1.945000
   1.907835,    1.945000
   2.072483,    1.945000
   2.244956,    1.945000
   2.422577,    1.945000
   2.611175,    1.945000
   2.807899,    1.945000
   3.017591,    1.945000
   3.233323,    1.945000
   3.458050,    1.945000
   3.688596,    1.945000
   3.927639,    1.945000
   4.177669,    1.945000
   4.438536,    1.945000
   4.708944,    1.945000
   4.986690,    1.945000
   5.274681,    1.945000
   5.573831,    1.945000
   5.885270,    1.945000
   6.204100,    1.945000
   6.535899,    1.945000
   6.880492,    1.945000
   7.232428,    1.945000
   7.599951,    1.945000
   7.979429,    1.945000
   8.366703,    1.945000
   8.767253,    1.945000
   9.178067,    1.945000
   9.595892,    1.945000
  10.032432,    1.945000
  10.479348,    1.945000
  10.939009,    1.945000
  11.033488,    1.945000
  11.090991,    1.945000
  11.127949,    1.945000
  11.149488,    1.945000
  11.168255,    1.945000
  11.185801,    1.945000
  11.203521,    1.945000
  11.217868,    1.945000
  11.229917,    1.945000
  11.231222,    1.945000
  11.232870,    1.945000
  11.234363,    1.945000
  11.242952,    1.945000
  11.283174,    1.945000
  11.397981,    1.945000
  11.704840,    1.945000
  12.162079,    1.945000
  12.670440,    1.945000
  13.189528,    1.945000
  13.725364,    1.945000
  14.272603,    1.945000
  14.838080,    1.945000
  15.412564,    1.945000
  15.998457,    1.945000
  16.603004,    1.945000
  17.219027,    1.945000
  17.853695,    1.945000
  18.504607,    1.945000
  19.167974,    1.945000
  19.847769,    1.945000
  20.544119,    1.945000
  21.259986,    1.945000
  21.984354,    1.945000
  22.727253,    1.945000
  23.486985,    1.945000
  24.267362,    1.945000
  25.057709,    1.945000
  25.870635,    1.945000
  26.695876,    1.945000
  27.545334,    1.945000
  28.406745,    1.945000
  29.285208,    1.945000
  30.181698,    1.945000
  31.094305,    1.945000
  32.032697,    1.945000
  32.986910,    1.945000
  33.956176,    1.945000
  34.946234,    1.945000
  35.955611,    1.945000
  36.983356,    1.945000
  38.023334,    1.945000
  39.093695,    1.945000
  40.178795,    1.945000
  41.288363,    1.945000
  42.412064,    1.945000
  43.558079,    1.945000
  44.729246,    1.945000
  44.964773,    1.945000
  45.117304,    1.945000
  45.590932,    1.945000
  45.596839,    1.945000
  45.598210,    1.945000
  45.599801,    1.945000
  45.613483,    1.945000
  45.685976,    1.945000
  46.040442,    1.945000
  47.126291,    1.945000
  48.360107,    1.945000
  49.607362,    1.945000
  50.883348,    1.945000
  52.175932,    1.945000
  53.502292,    1.945000
  54.842789,    1.945000
  56.212658,    1.945000
  57.595958,    1.945000
  59.004178,    1.945000
  60.428677,    1.945000
  61.872632,    1.945000
  63.345527,    1.945000
  64.838347,    1.945000
  66.370450,    1.945000
  67.915657,    1.945000
  69.481486,    1.945000
  71.068685,    1.945000
  72.674519,    1.945000
  74.312775,    1.945000
  75.979974,    1.945000
  77.666593,    1.945000
  79.390118,    1.945000
  81.121747,    1.945000
  82.887455,    1.945000
  84.678356,    1.945000
  86.497481,    1.945000
  88.338636,    1.945000
  90.206179,    1.945000
  92.095414,    1.945000
  94.009369,    1.945000
  95.950209,    1.945000
  97.920195,    1.945000
  99.926879,    1.945000
 101.943102,    1.945000
 104.007650,    1.945000
 104.090355,    1.945000
 104.167934,    1.945000
 104.223974,    1.945000
 104.226530,    1.945000
 104.245580,    1.945000
 104.269349,    1.945000
 104.401723,    1.945000
 105.029711,    1.945000
 107.110021,    1.945000
 109.229248,    1.945000
