Speed (TAS), Rate of Climb
  78.207349,    0.313623
  79.252555,    0.366037
  80.297762,    0.414388
  81.342968,    0.458643
  82.388174,    0.498989
  83.433381,    0.536054
  84.478587,    0.569078
  85.523794,    0.598115
  86.569000,    0.623245
  87.614207,    0.645856
  88.659413,    0.664510
  89.704619,    0.678634
  90.749826,    0.689138
  91.795032,    0.697404
  92.840239,    0.703001
  93.885445,    0.703215
  94.930652,    0.700417
  95.975858,    0.695807
  97.021064,    0.686843
  98.066271,    0.675291
  99.111477,    0.660226
 100.156684,    0.640956
 101.201890,    0.621709
 102.247097,    0.596489
 103.292303,    0.570062
 104.337509,    0.537617
 105.382716,    0.505957
 106.427922,    0.468291
 107.473129,    0.429734
 108.518335,    0.384958
 109.563542,    0.339796
 110.608748,    0.290562
 111.653954,    0.238041
 112.699161,    0.183245
 113.744367,    0.123029
 114.789574,    0.062330
 115.834780,   -0.002933
 116.879987,   -0.072244
 117.925193,   -0.142949
 118.970399,   -0.218404
 120.015606,   -0.297142
 121.060812,   -0.377570
 122.106019,   -0.463430
 123.151225,   -0.552568
 124.196432,   -0.643476
 125.241638,   -0.738004
 126.286844,   -0.838495
 127.332051,   -0.940868
 128.377257,   -1.045186
 129.422464,   -1.155316
 130.467670,   -1.269637
 131.512877,   -1.386204
 132.558083,   -1.505055
 133.603289,   -1.629811
 134.648496,   -1.759042
 135.693702,   -1.890693
 136.738909,   -2.024865
 137.784115,   -2.162568
 138.829322,   -2.307443
 139.874528,   -2.454915
 140.919734,   -2.605080
 141.964941,   -2.757889
 143.010147,   -2.914698
 144.055354,   -3.078624
 145.100560,   -3.245395
 146.145767,   -3.415018
 147.190973,   -3.587473
 148.236179,   -3.762777
 149.281386,   -3.944811
 150.326592,   -4.131784
 151.371799,   -4.321777
 152.417005,   -4.514806
 153.462212,   -4.710890
 154.507418,   -4.910083
 155.552624,   -5.114341
 156.597831,   -5.325542
 157.643037,   -5.539979
 158.688244,   -5.757688
 159.733450,   -5.978673
 160.778657,   -6.202946
 161.823863,   -6.430524
 162.869069,   -6.661893
 163.914276,   -6.901920
 164.959482,   -7.145417
 166.004689,   -7.392401
 167.049895,   -7.642885
 168.095102,   -7.896876
 169.140308,   -8.154407
 170.185514,   -8.415497
 171.230721,   -8.680163
 172.275927,   -8.951936
 173.321134,   -9.229602
 174.366340,   -9.511005
 175.411547,   -9.796162
 176.456753,  -10.085039
 177.501959,  -10.377690
 178.547166,  -10.674151
 179.592372,  -10.974440
 180.637579,  -11.278527
 181.682785,  -11.586431
