Ground Roll distance, Load Factor
 330.222222,    0.725563
 337.541733,    0.722739
 387.431833,    0.703641
 397.329943,    0.699883
 407.201582,    0.696145
 417.046822,    0.692426
 426.865733,    0.688728
 427.257943,    0.688580
 428.042237,    0.688285
 428.355907,    0.688167
 428.489195,    0.688117
 428.755757,    0.688017
 428.777854,    0.688009
 428.796766,    0.688001
 428.807152,    0.687998
 428.814229,    0.687995
 428.816604,    0.687994
 428.817961,    0.687993
 428.818625,    0.687993
 428.819035,    0.687993
 428.819413,    0.687992
 428.823190,    0.687987
 428.860964,    0.687929
 429.238617,    0.687352
 433.006388,    0.681552
 464.091448,    0.630348
 493.841567,    0.575096
 521.007085,    0.518395
 545.570886,    0.461122
 567.604972,    0.404093
 587.212601,    0.348123
 604.516208,    0.294004
 609.095721,    0.278852
 612.881117,    0.266046
 614.534514,    0.260370
 615.361070,    0.257513
 616.275506,    0.254338
 625.102632,    0.222885
 629.975607,    0.204869
 633.348193,    0.192113
 634.407108,    0.188058
 635.398806,    0.184238
 644.744938,    0.147125
 647.625550,    0.135259
 649.558982,    0.127175
 651.839192,    0.117513
 652.490147,    0.114728
 653.656908,    0.109709
 654.700485,    0.105190
 663.023111,    0.068060
 669.604766,    0.037184
 670.768427,    0.031567
 671.357120,    0.028705
 671.676596,    0.027146
 671.960970,    0.025754
 674.389369,    0.013707
 676.647926,    0.002190
 676.872630,    0.001020
 676.981229,    0.000452
 677.042513,    0.000131
 677.066363,    0.000005
 677.067300,    0.000000
 677.067312,    0.000000
