Ground distance, CD
   0.000000,    0.076068
   1.888207,    0.076068
   7.515043,    0.076068
  16.823440,    0.076068
  29.755848,    0.076068
  46.254292,    0.076068
  66.260421,    0.076068
  89.715560,    0.076068
 116.560764,    0.076068
 146.736874,    0.076068
 180.184565,    0.076068
 216.844408,    0.076068
 256.656958,    0.076068
 299.562843,    0.076068
 345.502892,    0.076068
 394.418214,    0.076068
 446.250302,    0.076068
 500.941031,    0.076068
 556.079956,    0.076068
 616.213220,    0.076044
 655.025820,    0.075906
 693.878315,    0.076427
 726.593608,    0.099067
 793.579443,    0.202209
 861.925148,    0.215014
 882.696589,    0.213241
 952.123568,    0.202809
1022.084086,    0.191001
1092.405670,    0.179272
1162.982808,    0.167650
1230.337953,    0.157440
1301.348304,    0.156209
1372.585930,    0.154970
1444.038270,    0.153728
1515.687039,    0.152483
1587.508987,    0.151237
1659.476815,    0.149989
1731.560201,    0.148741
1735.058764,    0.148681
1807.227413,    0.148683
1879.437336,    0.148684
1882.668506,    0.148684
1954.885567,    0.145343
2027.102302,    0.144389
2099.318880,    0.144390
2171.535327,    0.144629
2243.751918,    0.144629
2315.968655,    0.144869
2388.185521,    0.145108
2426.689780,    0.145346
2498.906362,    0.132741
2571.122393,    0.129911
2643.338169,    0.129693
2715.554221,    0.130346
2787.770766,    0.143676
2859.987865,    0.147257
2932.205324,    0.148451
3004.423037,    0.148928
3076.640937,    0.149167
3148.858996,    0.149406
3221.077178,    0.149645
3293.295380,    0.149883
3365.513644,    0.149883
3437.732046,    0.150122
3509.950493,    0.150361
3582.168948,    0.150361
3654.387552,    0.150600
3726.606246,    0.150838
3798.824985,    0.150839
3871.043855,    0.151077
3943.262843,    0.151316
4015.481871,    0.151555
4087.700977,    0.151555
4159.920237,    0.151794
4232.139567,    0.152032
4304.358948,    0.152032
4376.578491,    0.152271
4448.798120,    0.152510
4521.017771,    0.152510
4593.237555,    0.152749
4665.457457,    0.152987
4737.677403,    0.153226
4809.897470,    0.153226
4882.117700,    0.153465
4954.337992,    0.153703
5026.558312,    0.153704
5098.778786,    0.153942
5170.999346,    0.154181
5243.219955,    0.154181
5315.440713,    0.154420
5387.661592,    0.154658
5459.882514,    0.154897
5532.103538,    0.154897
5604.324718,    0.155136
5676.545959,    0.155375
5748.767250,    0.155375
5820.988694,    0.155613
5893.210218,    0.155852
5965.431773,    0.155852
6037.653473,    0.156091
6109.875302,    0.156330
6182.097204,    0.156568
6254.319188,    0.156568
6326.541342,    0.156807
6398.763593,    0.157046
6470.985909,    0.157046
6543.208389,    0.157284
6615.430953,    0.157523
6687.653570,    0.157523
6759.876341,    0.157764
6832.099142,    0.157764
6904.322056,    0.157764
6976.545110,    0.158026
7048.768121,    0.158288
7120.991128,    0.158288
7193.214245,    0.158549
7265.437436,    0.158811
7337.660640,    0.159073
7409.883893,    0.159073
7482.107275,    0.159334
7554.330723,    0.159596
7626.554180,    0.159596
7698.777705,    0.159858
7771.001339,    0.160120
7843.225021,    0.160381
7915.448730,    0.160381
7987.672558,    0.160643
8000.000000,    0.160643
