Ground Roll Distance, Acceleration
 337.923087,    0.413257
 345.838624,    0.409937
 400.307209,    0.387050
 411.041852,    0.382533
 421.724295,    0.378035
 432.354885,    0.373557
 442.933966,    0.369099
 445.043631,    0.368210
 445.097186,    0.368187
 445.121746,    0.368177
 445.146061,    0.368167
 445.160717,    0.368161
 445.165593,    0.368159
 445.168368,    0.368157
 445.168762,   -1.024563
 445.169167,   -1.024565
 445.173219,   -1.024586
 445.213730,   -1.024800
 445.618755,   -1.026936
 449.660320,   -1.048309
 460.342087,   -1.105321
 467.171980,   -1.142176
 470.312232,   -1.159098
 473.695863,   -1.176923
 506.867854,   -1.355903
 554.801279,   -1.628794
 599.743270,   -1.901278
 641.555497,   -2.170772
 680.108495,   -2.434584
 715.283912,   -2.689987
 746.976701,   -2.934302
 775.097154,   -3.164985
 777.485138,   -3.185295
 778.896876,   -3.197361
 779.431719,   -3.201706
 779.984834,   -3.205608
 785.422309,   -3.244246
 808.397165,   -3.413627
 827.607336,   -3.565120
 842.986340,   -3.696786
 854.488740,   -3.807103
 862.091175,   -3.895031
 865.711235,   -3.957649
 865.989170,   -3.966833
 866.132711,   -3.974121
 866.189155,   -3.980579
 866.190737,   -3.981360
 866.191093,   -3.981824
 866.191112,   -3.981964
