eta, Cd
   0.000000,    0.034174
   0.020408,    0.034333
   0.040816,    0.034596
   0.061224,    0.034832
   0.081633,    0.035050
   0.102041,    0.035252
   0.122449,    0.035441
   0.142857,    0.035626
   0.163265,    0.035810
   0.183673,    0.035985
   0.204082,    0.036152
   0.224490,    0.036310
   0.244898,    0.036462
   0.265306,    0.036607
   0.285714,    0.036748
   0.306122,    0.036994
   0.326531,    0.037498
   0.346939,    0.037992
   0.367347,    0.038485
   0.387755,    0.038976
   0.408163,    0.039463
   0.428571,    0.039946
   0.448980,    0.040423
   0.469388,    0.040893
   0.489796,    0.041355
   0.510204,    0.041805
   0.530612,    0.042241
   0.551020,    0.042663
   0.571429,    0.043069
   0.591837,    0.043455
   0.612245,    0.043817
   0.632653,    0.044153
   0.653061,    0.044456
   0.673469,    0.044722
   0.693878,    0.044943
   0.714286,    0.045110
   0.734694,    0.045213
   0.755102,    0.045258
   0.775510,    0.045221
   0.795918,    0.045073
   0.816327,    0.044787
   0.836735,    0.044323
   0.857143,    0.043706
   0.877551,    0.042830
   0.897959,    0.041676
   0.918367,    0.040191
   0.938776,    0.038551
   0.959184,    0.037624
   0.979592,    0.047845
   1.000000,   -0.066223
