Vfailure/VsTO, Distance
   0.500000,  296.792139
   0.500551,  297.478801
   0.501101,  298.165463
   0.501652,  298.852125
   0.502202,  299.538787
   0.502753,  300.225449
   0.503303,  300.912111
   0.503854,  301.598773
   0.504404,  302.285435
   0.504955,  302.972097
   0.505506,  303.658760
   0.506056,  304.345422
   0.506607,  305.032084
   0.507157,  305.718746
   0.507708,  306.405408
   0.508258,  307.092070
   0.508809,  307.778732
   0.509359,  308.465394
   0.509910,  309.152056
   0.510460,  309.838718
   0.511011,  310.525381
   0.511562,  311.212043
   0.512112,  311.898705
   0.512663,  312.585367
   0.513213,  313.272029
   0.513764,  313.958691
   0.514314,  314.645353
   0.514865,  315.332015
   0.515415,  316.018677
   0.515966,  316.705339
   0.516517,  317.392002
   0.517067,  318.078664
   0.517618,  318.765326
   0.518168,  319.451988
   0.518719,  320.138650
   0.519269,  320.825312
   0.519820,  321.511974
   0.520370,  322.198636
   0.520921,  322.885298
   0.521471,  323.571960
   0.522022,  324.258623
   0.522573,  324.945285
   0.523123,  325.631947
   0.523674,  326.318609
   0.524224,  327.005271
   0.524775,  327.691933
   0.525325,  328.378595
   0.525876,  329.065257
   0.526426,  329.751919
   0.526977,  330.438581
   0.527528,  331.125244
   0.528078,  331.811906
   0.528629,  332.498568
   0.529179,  333.185230
   0.529730,  333.871892
   0.530280,  334.558554
   0.530831,  335.245216
   0.531381,  335.931878
   0.531932,  336.618540
   0.532482,  337.305202
   0.533033,  337.991864
   0.533584,  338.678527
   0.534134,  339.365189
   0.534685,  340.051851
   0.535235,  340.738513
   0.535786,  341.425175
   0.536336,  342.111837
   0.536887,  342.798499
   0.537437,  343.485161
   0.537988,  344.171823
   0.538539,  344.858485
   0.539089,  345.545148
   0.539640,  346.231810
   0.540190,  346.918472
   0.540741,  347.605134
   0.541291,  348.291796
   0.541842,  348.978458
   0.542392,  349.665120
   0.542943,  350.351782
   0.543493,  351.038444
   0.544044,  351.725106
   0.544595,  352.411769
   0.545145,  353.098431
   0.545696,  353.785093
   0.546246,  354.471755
   0.546797,  355.158417
   0.547347,  355.845079
   0.547898,  356.531741
   0.548448,  357.218403
   0.548999,  357.905065
   0.549550,  358.591727
   0.550100,  359.278390
   0.550651,  359.965052
   0.551201,  360.651714
   0.551752,  361.338376
   0.552302,  362.025038
   0.552853,  362.711700
   0.553403,  363.398362
   0.553954,  364.085024
   0.554505,  364.771686
   0.555055,  365.458348
   0.555606,  366.145011
   0.556156,  366.831673
   0.556707,  367.518335
   0.557257,  368.204997
   0.557808,  368.891659
   0.558358,  369.578321
   0.558909,  370.264983
   0.559459,  370.951645
   0.560010,  371.638307
   0.560561,  372.324969
   0.561111,  373.011632
   0.561662,  373.698294
   0.562212,  374.384956
   0.562763,  375.071618
   0.563313,  375.758280
   0.563864,  376.444942
   0.564414,  377.131604
   0.564965,  377.818266
   0.565516,  378.504928
   0.566066,  379.191590
   0.566617,  379.878253
   0.567167,  380.564915
   0.567718,  381.251577
   0.568268,  381.938239
   0.568819,  382.624901
   0.569369,  383.311563
   0.569920,  383.998225
   0.570470,  384.684887
   0.571021,  385.371549
   0.571572,  386.058211
   0.572122,  386.744874
   0.572673,  387.431536
   0.573223,  388.118198
   0.573774,  388.804860
   0.574324,  389.491522
   0.574875,  390.178184
   0.575425,  390.864846
   0.575976,  391.551508
   0.576527,  392.238170
   0.577077,  392.924832
   0.577628,  393.611495
   0.578178,  394.298157
   0.578729,  394.984819
   0.579279,  395.671481
   0.579830,  396.358143
   0.580380,  397.044805
   0.580931,  397.731467
   0.581481,  398.418129
   0.582032,  399.104791
   0.582583,  399.791453
   0.583133,  400.478115
   0.583684,  401.164778
   0.584234,  401.851440
   0.584785,  402.538102
   0.585335,  403.224764
   0.585886,  403.911426
   0.586436,  404.598088
   0.586987,  405.284750
   0.587538,  405.971412
   0.588088,  406.658074
   0.588639,  407.344736
   0.589189,  408.031399
   0.589740,  408.718061
   0.590290,  409.404723
   0.590841,  410.091385
   0.591391,  410.778047
   0.591942,  411.464709
   0.592492,  412.151371
   0.593043,  412.838033
   0.593594,  413.524695
   0.594144,  414.211357
   0.594695,  414.898020
   0.595245,  415.584682
   0.595796,  416.271344
   0.596346,  416.958006
   0.596897,  417.644668
   0.597447,  418.331330
   0.597998,  419.017992
   0.598549,  419.704654
   0.599099,  420.391316
   0.599650,  421.077978
   0.600200,  421.764641
   0.600751,  422.451303
   0.601301,  423.137965
   0.601852,  423.824627
   0.602402,  424.511289
   0.602953,  425.197951
   0.603504,  425.884613
   0.604054,  426.571275
   0.604605,  427.257937
   0.605155,  427.944599
   0.605706,  428.631262
   0.606256,  429.317924
   0.606807,  430.004586
   0.607357,  430.691248
   0.607908,  431.377910
   0.608458,  432.064572
   0.609009,  432.751234
   0.609560,  433.437896
   0.610110,  434.124558
   0.610661,  434.811220
   0.611211,  435.497883
   0.611762,  436.184545
   0.612312,  436.871207
   0.612863,  437.557869
   0.613413,  438.244531
   0.613964,  438.931193
   0.614515,  439.617855
   0.615065,  440.304517
   0.615616,  440.991179
   0.616166,  441.677841
   0.616717,  442.364504
   0.617267,  443.051166
   0.617818,  443.737828
   0.618368,  444.424490
   0.618919,  445.111152
   0.619469,  445.797814
   0.620020,  446.484476
   0.620571,  447.171138
   0.621121,  447.857800
   0.621672,  448.544462
   0.622222,  449.231125
   0.622773,  449.917787
   0.623323,  450.604449
   0.623874,  451.291111
   0.624424,  451.977773
   0.624975,  452.664435
   0.625526,  453.351097
   0.626076,  454.037759
   0.626627,  454.724421
   0.627177,  455.411083
   0.627728,  456.097746
   0.628278,  456.784408
   0.628829,  457.471070
   0.629379,  458.157732
   0.629930,  458.844394
   0.630480,  459.531056
   0.631031,  460.217718
   0.631582,  460.904380
   0.632132,  461.591042
   0.632683,  462.277704
   0.633233,  462.964367
   0.633784,  463.651029
   0.634334,  464.337691
   0.634885,  465.024353
   0.635435,  465.711015
   0.635986,  466.397677
   0.636537,  467.084339
   0.637087,  467.771001
   0.637638,  468.457663
   0.638188,  469.144325
   0.638739,  469.830987
   0.639289,  470.517650
   0.639840,  471.204312
   0.640390,  471.890974
   0.640941,  472.577636
   0.641491,  473.264298
   0.642042,  473.950960
   0.642593,  474.637622
   0.643143,  475.324284
   0.643694,  476.010946
   0.644244,  476.697608
   0.644795,  477.384271
   0.645345,  478.070933
   0.645896,  478.757595
   0.646446,  479.444257
   0.646997,  480.130919
   0.647548,  480.817581
   0.648098,  481.504243
   0.648649,  482.190905
   0.649199,  482.877567
   0.649750,  483.564229
   0.650300,  484.250892
   0.650851,  484.937554
   0.651401,  485.624216
   0.651952,  486.310878
   0.652503,  486.997540
   0.653053,  487.684202
   0.653604,  488.370864
   0.654154,  489.057526
   0.654705,  489.744188
   0.655255,  490.430850
   0.655806,  491.117513
   0.656356,  491.804175
   0.656907,  492.490837
   0.657457,  493.177499
   0.658008,  493.864161
   0.658559,  494.550823
   0.659109,  495.237485
   0.659660,  495.924147
   0.660210,  496.610809
   0.660761,  497.297471
   0.661311,  497.984134
   0.661862,  498.670796
   0.662412,  499.357458
   0.662963,  500.044120
   0.663514,  500.730782
   0.664064,  501.417444
   0.664615,  502.104106
   0.665165,  502.790768
   0.665716,  503.477430
   0.666266,  504.164092
   0.666817,  504.850755
   0.667367,  505.537417
   0.667918,  506.224079
   0.668468,  506.910741
   0.669019,  507.597403
   0.669570,  508.284065
   0.670120,  508.970727
   0.670671,  509.657389
   0.671221,  510.344051
   0.671772,  511.030713
   0.672322,  511.717376
   0.672873,  512.404038
   0.673423,  513.090700
   0.673974,  513.777362
   0.674525,  514.464024
   0.675075,  515.150686
   0.675626,  515.837348
   0.676176,  516.524010
   0.676727,  517.210672
   0.677277,  517.897334
   0.677828,  518.583997
   0.678378,  519.270659
   0.678929,  519.957321
   0.679479,  520.643983
   0.680030,  521.330645
   0.680581,  522.017307
   0.681131,  522.703969
   0.681682,  523.390631
   0.682232,  524.077293
   0.682783,  524.763955
   0.683333,  525.450618
   0.683884,  526.439507
   0.684434,  527.428396
   0.684985,  528.417285
   0.685536,  529.406174
   0.686086,  530.395063
   0.686637,  531.383952
   0.687187,  532.372841
   0.687738,  533.361730
   0.688288,  534.350619
   0.688839,  535.339508
   0.689389,  536.328397
   0.689940,  537.317286
   0.690490,  538.306175
   0.691041,  539.295064
   0.691592,  540.283953
   0.692142,  541.272842
   0.692693,  542.261731
   0.693243,  543.250620
   0.693794,  544.239509
   0.694344,  545.228398
   0.694895,  546.217287
   0.695445,  547.206176
   0.695996,  548.195065
   0.696547,  549.183954
   0.697097,  550.172843
   0.697648,  551.161732
   0.698198,  552.150621
   0.698749,  553.139510
   0.699299,  554.128400
   0.699850,  555.117289
   0.700400,  556.106178
   0.700951,  557.095067
   0.701502,  558.083956
   0.702052,  559.072845
   0.702603,  560.061734
   0.703153,  561.050623
   0.703704,  562.039512
   0.704254,  563.028401
   0.704805,  564.017290
   0.705355,  565.006179
   0.705906,  565.995068
   0.706456,  566.983957
   0.707007,  567.972846
   0.707558,  568.961735
   0.708108,  569.950624
   0.708659,  570.939513
   0.709209,  571.928402
   0.709760,  572.917291
   0.710310,  573.906180
   0.710861,  574.895069
   0.711411,  575.883958
   0.711962,  576.872847
   0.712513,  577.861736
   0.713063,  578.850625
   0.713614,  579.839514
   0.714164,  580.828403
   0.714715,  581.817293
   0.715265,  582.806182
   0.715816,  583.795071
   0.716366,  584.783960
   0.716917,  585.772849
   0.717467,  586.761738
   0.718018,  587.750627
   0.718569,  588.739516
   0.719119,  589.728405
   0.719670,  590.717294
   0.720220,  591.706183
   0.720771,  592.695072
   0.721321,  593.683961
   0.721872,  594.672850
   0.722422,  595.661739
   0.722973,  596.650628
   0.723524,  597.639517
   0.724074,  598.628406
   0.724625,  599.617295
   0.725175,  600.606184
   0.725726,  601.595073
   0.726276,  602.583962
   0.726827,  603.572851
   0.727377,  604.561740
   0.727928,  605.550629
   0.728478,  606.539518
   0.729029,  607.528407
   0.729580,  608.517296
   0.730130,  609.506185
   0.730681,  610.495075
   0.731231,  611.483964
   0.731782,  612.472853
   0.732332,  613.461742
   0.732883,  614.450631
   0.733433,  615.439520
   0.733984,  616.428409
   0.734535,  617.417298
   0.735085,  618.406187
   0.735636,  619.395076
   0.736186,  620.383965
   0.736737,  621.372854
   0.737287,  622.361743
   0.737838,  623.350632
   0.738388,  624.339521
   0.738939,  625.328410
   0.739489,  626.317299
   0.740040,  627.306188
   0.740591,  628.295077
   0.741141,  629.283966
   0.741692,  630.272855
   0.742242,  631.261744
   0.742793,  632.250633
   0.743343,  633.239522
   0.743894,  634.228411
   0.744444,  635.217300
   0.744995,  636.206189
   0.745546,  637.195078
   0.746096,  638.183968
   0.746647,  639.172857
   0.747197,  640.161746
   0.747748,  641.150635
   0.748298,  642.139524
   0.748849,  643.128413
   0.749399,  644.117302
   0.749950,  645.106191
   0.750501,  646.095080
   0.751051,  647.083969
   0.751602,  648.072858
   0.752152,  649.061747
   0.752703,  650.050636
   0.753253,  651.039525
   0.753804,  652.028414
   0.754354,  653.017303
   0.754905,  654.006192
   0.755455,  654.995081
   0.756006,  655.983970
   0.756557,  656.972859
   0.757107,  657.961748
   0.757658,  658.950637
   0.758208,  659.939526
   0.758759,  660.928415
   0.759309,  661.917304
   0.759860,  662.906193
   0.760410,  663.895082
   0.760961,  664.883971
   0.761512,  665.872860
   0.762062,  666.861750
   0.762613,  667.850639
   0.763163,  668.839528
   0.763714,  669.828417
   0.764264,  670.817306
   0.764815,  671.806195
   0.765365,  672.795084
   0.765916,  673.783973
   0.766466,  674.772862
   0.767017,  675.761751
   0.767568,  676.750640
   0.768118,  677.739529
   0.768669,  678.728418
   0.769219,  679.717307
   0.769770,  680.706196
   0.770320,  681.695085
   0.770871,  682.683974
   0.771421,  683.672863
   0.771972,  684.661752
   0.772523,  685.650641
   0.773073,  686.639530
   0.773624,  687.628419
   0.774174,  688.617308
