alpha body, CLh_e
 -10.000000,   -0.433610
  -9.000000,   -0.385710
  -8.000000,   -0.338816
  -7.000000,   -0.292883
  -6.000000,   -0.247995
  -5.000000,   -0.204148
  -4.000000,   -0.161324
  -3.000000,   -0.119481
  -2.000000,   -0.076822
  -1.000000,   -0.036725
   0.000000,    0.002305
   1.000000,    0.040266
   2.000000,    0.077116
   3.000000,    0.112882
   4.000000,    0.147603
   5.000000,    0.181261
   6.000000,    0.213814
   7.000000,    0.245276
   8.000000,    0.275629
   9.000000,    0.304705
  10.000000,    0.331791
  11.000000,    0.356394
  12.000000,    0.378327
  13.000000,    0.397653
  14.000000,    0.414667
  15.000000,    0.429827
  16.000000,    0.443732
  17.000000,    0.457052
  18.000000,    0.470492
  19.000000,    0.484272
