alpha body, Static Stability Margin
 -10.000000,    0.108748
  -9.090909,    0.099220
  -8.181818,    0.080683
  -7.272727,    0.062356
  -6.363636,    0.043653
  -5.454545,    0.025350
  -4.545455,    0.008180
  -3.636364,   -0.005680
  -2.727273,   -0.013451
  -1.818182,   -0.030926
  -0.909091,   -0.050558
  -0.000000,   -0.059380
   0.909091,   -0.068435
   1.818182,   -0.077214
   2.727273,   -0.084956
   3.636364,   -0.092217
   4.545455,   -0.099562
   5.454545,   -0.106433
   6.363636,   -0.112404
   7.272727,   -0.117956
   8.181818,   -0.123548
   9.090909,   -0.128615
  10.000000,   -0.133003
  10.909091,   -0.141468
  11.818182,   -0.172208
  12.727273,   -0.247031
  13.636364,   -0.407791
  14.545455,   -0.900698
  15.454545,   -3.196650
