alpha body, Static Stability Margin
 -10.000000,    0.455677
  -9.000000,    0.446226
  -8.000000,    0.427462
  -7.000000,    0.408935
  -6.000000,    0.391041
  -5.000000,    0.373663
  -4.000000,    0.359345
  -3.000000,    0.348640
  -2.000000,    0.330690
  -1.000000,    0.312811
   0.000000,    0.303463
   1.000000,    0.294587
   2.000000,    0.285665
   3.000000,    0.277110
   4.000000,    0.268970
   5.000000,    0.261713
   6.000000,    0.255228
   7.000000,    0.249008
   8.000000,    0.242988
   9.000000,    0.237362
  10.000000,    0.232229
  11.000000,    0.221796
  12.000000,    0.191848
  13.000000,    0.105277
  14.000000,   -0.096679
  15.000000,   -1.102576
  16.000000,   -5.352956
  17.000000,   -7.822578
  18.000000,   -4.459728
  19.000000,   -1.340321
  20.000000,   -0.671500
