alpha body, Static Stability Margin
 -10.000000,    0.454650
  -9.000000,    0.445195
  -8.000000,    0.426424
  -7.000000,    0.407890
  -6.000000,    0.389990
  -5.000000,    0.372607
  -4.000000,    0.358284
  -3.000000,    0.347577
  -2.000000,    0.329621
  -1.000000,    0.311737
   0.000000,    0.302387
   1.000000,    0.293509
   2.000000,    0.284586
   3.000000,    0.276030
   4.000000,    0.267889
   5.000000,    0.260631
   6.000000,    0.254144
   7.000000,    0.247924
   8.000000,    0.241903
   9.000000,    0.236276
  10.000000,    0.231143
  11.000000,    0.220706
  12.000000,    0.190739
  13.000000,    0.104113
  14.000000,   -0.097981
  15.000000,   -1.104482
  16.000000,   -5.357919
  17.000000,   -7.828842
  18.000000,   -4.463201
  19.000000,   -1.341963
  20.000000,   -0.672855
