alpha body, Static Stability Margin
 -10.000000,    0.325976
  -9.000000,    0.316066
  -8.000000,    0.296418
  -7.000000,    0.277065
  -6.000000,    0.258429
  -5.000000,    0.240371
  -4.000000,    0.225536
  -3.000000,    0.214519
  -2.000000,    0.195915
  -1.000000,    0.177391
   0.000000,    0.167832
   1.000000,    0.158773
   2.000000,    0.149672
   3.000000,    0.140958
   4.000000,    0.132682
   5.000000,    0.125320
   6.000000,    0.118748
   7.000000,    0.112448
   8.000000,    0.106353
   9.000000,    0.100662
  10.000000,    0.095462
  11.000000,    0.084465
  12.000000,    0.052189
  13.000000,   -0.041248
  14.000000,   -0.260414
  15.000000,   -1.342168
  16.000000,   -5.981433
  17.000000,   -8.614072
  18.000000,   -4.894733
  19.000000,   -1.545467
  20.000000,   -0.841116
