alpha body, Static Stability Margin
 -10.000000,    0.105111
  -9.000000,    0.094445
  -8.000000,    0.073340
  -7.000000,    0.052636
  -6.000000,    0.032790
  -5.000000,    0.013630
  -4.000000,   -0.002036
  -3.000000,   -0.013545
  -2.000000,   -0.033200
  -1.000000,   -0.052756
   0.000000,   -0.062634
   1.000000,   -0.071962
   2.000000,   -0.081324
   3.000000,   -0.090263
   4.000000,   -0.098725
   5.000000,   -0.106225
   6.000000,   -0.112903
   7.000000,   -0.119298
   8.000000,   -0.125477
   9.000000,   -0.131234
  10.000000,   -0.136507
  11.000000,   -0.148414
  12.000000,   -0.184562
  13.000000,   -0.289488
  14.000000,   -0.537635
  15.000000,   -1.747453
  16.000000,   -7.064931
