alpha body, Static Stability Margin
 -10.000000,    0.104268
  -9.000000,    0.093599
  -8.000000,    0.072489
  -7.000000,    0.051779
  -6.000000,    0.031929
  -5.000000,    0.012765
  -4.000000,   -0.002904
  -3.000000,   -0.014414
  -2.000000,   -0.034073
  -1.000000,   -0.053633
   0.000000,   -0.063512
   1.000000,   -0.072841
   2.000000,   -0.082204
   3.000000,   -0.091143
   4.000000,   -0.099606
   5.000000,   -0.107106
   6.000000,   -0.113784
   7.000000,   -0.120179
   8.000000,   -0.126358
   9.000000,   -0.132116
  10.000000,   -0.137389
  11.000000,   -0.149299
  12.000000,   -0.185461
  13.000000,   -0.290431
  14.000000,   -0.538687
  15.000000,   -1.748991
  16.000000,   -7.069096
