Mach, Altitude
   0.220808,    0.000000
   0.222122,  100.000000
   0.223447,  200.000000
   0.224783,  300.000000
   0.226130,  400.000000
   0.227488,  500.000000
   0.228857,  600.000000
   0.230238,  700.000000
   0.231630,  800.000000
   0.233034,  900.000000
   0.234450, 1000.000000
   0.235877, 1100.000000
   0.237317, 1200.000000
   0.238768, 1300.000000
   0.240232, 1400.000000
   0.241708, 1500.000000
   0.243196, 1600.000000
   0.244698, 1700.000000
   0.246212, 1800.000000
   0.247739, 1900.000000
   0.249279, 2000.000000
   0.250832, 2100.000000
   0.252398, 2200.000000
   0.253978, 2300.000000
   0.255572, 2400.000000
   0.257179, 2500.000000
   0.258801, 2600.000000
   0.260436, 2700.000000
   0.262086, 2800.000000
   0.263750, 2900.000000
   0.265429, 3000.000000
   0.267122, 3100.000000
   0.268830, 3200.000000
   0.270554, 3300.000000
   0.272292, 3400.000000
   0.274046, 3500.000000
   0.275816, 3600.000000
   0.277601, 3700.000000
   0.279403, 3800.000000
   0.281220, 3900.000000
   0.283054, 4000.000000
   0.284904, 4100.000000
   0.286771, 4200.000000
   0.288655, 4300.000000
   0.290556, 4400.000000
   0.292474, 4500.000000
   0.294409, 4600.000000
   0.296362, 4700.000000
   0.298334, 4800.000000
   0.300323, 4900.000000
   0.302330, 5000.000000
   0.304356, 5100.000000
   0.306401, 5200.000000
   0.308465, 5300.000000
   0.310547, 5400.000000
   0.312650, 5500.000000
   0.314771, 5600.000000
   0.316913, 5700.000000
   0.319075, 5800.000000
   0.321257, 5900.000000
   0.323460, 6000.000000
   0.325683, 6100.000000
   0.327928, 6200.000000
   0.330194, 6300.000000
   0.332482, 6400.000000
   0.334791, 6500.000000
   0.337123, 6600.000000
   0.339477, 6700.000000
   0.341853, 6800.000000
   0.344253, 6900.000000
   0.346676, 7000.000000
   0.349122, 7100.000000
   0.351593, 7200.000000
   0.354087, 7300.000000
   0.356606, 7400.000000
   0.359149, 7500.000000
   0.361718, 7600.000000
   0.364312, 7700.000000
   0.366931, 7800.000000
   0.369577, 7900.000000
   0.372248, 8000.000000
   0.374947, 8100.000000
   0.377672, 8200.000000
   0.380425, 8300.000000
   0.383206, 8400.000000
   0.386014, 8500.000000
   0.388851, 8600.000000
   0.391717, 8700.000000
   0.394612, 8800.000000
   0.397536, 8900.000000
   0.400491, 9000.000000
   0.403475, 9100.000000
   0.406491, 9200.000000
   0.409537, 9300.000000
   0.412615, 9400.000000
   0.415725, 9500.000000
   0.418867, 9600.000000
   0.422042, 9700.000000
   0.425250, 9800.000000
   0.428492, 9900.000000
   0.431768, 10000.000000
   0.435079, 10100.000000
   0.438424, 10200.000000
   0.441805, 10300.000000
   0.445223, 10400.000000
   0.448676, 10500.000000
   0.452167, 10600.000000
   0.455695, 10700.000000
   0.459261, 10800.000000
   0.462865, 10900.000000
   0.466509, 11000.000000
   0.470189, 11100.000000
   0.473898, 11200.000000
   0.477635, 11300.000000
   0.481403, 11400.000000
   0.485199, 11500.000000
   0.489026, 11600.000000
   0.492883, 11700.000000
   0.496770, 11800.000000
   0.500687, 11900.000000
   0.504636, 12000.000000
   0.508615, 12100.000000
   0.512626, 12200.000000
   0.516668, 12300.000000
   0.520742, 12400.000000
   0.524847, 12500.000000
   0.528985, 12600.000000
   0.533156, 12700.000000
   0.537359, 12800.000000
   0.541596, 12900.000000
   0.545865, 13000.000000
   0.550168, 13100.000000
   0.554505, 13200.000000
   0.558876, 13300.000000
   0.563281, 13400.000000
   0.567721, 13500.000000
   0.572196, 13600.000000
   0.576706, 13700.000000
   0.581251, 13800.000000
   0.585832, 13900.000000
   0.684330, 14000.000000
   0.689943, 14100.000000
   0.695136, 14200.000000
   0.700716, 14300.000000
   0.706276, 14400.000000
   0.711817, 14500.000000
   0.717337, 14600.000000
   0.723214, 14700.000000
   0.728688, 14800.000000
   0.734508, 14900.000000
   0.740296, 15000.000000
   0.746053, 15100.000000
   0.752128, 15200.000000
   0.757813, 15300.000000
   0.763807, 15400.000000
   0.769755, 15500.000000
   0.775990, 15600.000000
   0.782168, 15700.000000
   0.788289, 15800.000000
   0.996418, 15700.000000
   0.988419, 15600.000000
   0.980841, 15500.000000
   0.973036, 15400.000000
   0.965699, 15300.000000
   0.958161, 15200.000000
   0.950423, 15100.000000
   0.943212, 15000.000000
   0.935827, 14900.000000
   0.928270, 14800.000000
   0.921295, 14700.000000
   0.914171, 14600.000000
   0.906901, 14500.000000
   0.899876, 14400.000000
   0.892717, 14300.000000
   0.885826, 14200.000000
   0.878814, 14100.000000
   0.872092, 14000.000000
   0.865261, 13900.000000
   0.858321, 13800.000000
   0.851699, 13700.000000
   0.844980, 13600.000000
   0.838599, 13500.000000
   0.831695, 13400.000000
   0.825582, 13300.000000
   0.818948, 13200.000000
   0.812683, 13100.000000
   0.806345, 13000.000000
   0.799936, 12900.000000
   0.793456, 12800.000000
   0.787373, 12700.000000
   0.781230, 12600.000000
   0.775028, 12500.000000
   0.769246, 12400.000000
   0.762930, 12300.000000
   0.757045, 12200.000000
   0.751110, 12100.000000
   0.745128, 12000.000000
   0.739598, 11900.000000
   0.733525, 11800.000000
   0.727913, 11700.000000
   0.722263, 11600.000000
   0.716576, 11500.000000
   0.710852, 11400.000000
   0.705614, 11300.000000
   0.699821, 11200.000000
   0.694523, 11100.000000
   0.689198, 11000.000000
   0.683849, 10900.000000
   0.679562, 10800.000000
   0.676904, 10700.000000
   0.674261, 10600.000000
   0.671634, 10500.000000
   0.669577, 10400.000000
   0.666983, 10300.000000
   0.664404, 10200.000000
   0.661839, 10100.000000
   0.659288, 10000.000000
   0.656752, 9900.000000
   0.654230, 9800.000000
   0.651721, 9700.000000
   0.649226, 9600.000000
   0.646745, 9500.000000
   0.644276, 9400.000000
   0.641821, 9300.000000
   0.639379, 9200.000000
   0.638144, 9100.000000
   0.637534, 9000.000000
   0.637557, 8900.000000
   0.637010, 8800.000000
   0.637100, 8700.000000
   0.636614, 8600.000000
   0.636157, 8500.000000
   0.635727, 8400.000000
   0.635325, 8300.000000
   0.634951, 8200.000000
   0.634604, 8100.000000
   0.634283, 8000.000000
   0.633988, 7900.000000
   0.633720, 7800.000000
   0.632841, 7700.000000
   0.632620, 7600.000000
   0.631783, 7500.000000
   0.631610, 7400.000000
   0.630814, 7300.000000
   0.630687, 7200.000000
   0.629931, 7100.000000
   0.629194, 7000.000000
   0.628476, 6900.000000
   0.628434, 6800.000000
   0.627092, 6700.000000
   0.625763, 6600.000000
   0.623781, 6500.000000
   0.622475, 6400.000000
   0.620510, 6300.000000
   0.619227, 6200.000000
   0.617955, 6100.000000
   0.616018, 6000.000000
   0.614088, 5900.000000
   0.612166, 5800.000000
   0.610251, 5700.000000
   0.609029, 5600.000000
   0.607130, 5500.000000
   0.605238, 5400.000000
   0.603354, 5300.000000
   0.601476, 5200.000000
   0.599604, 5100.000000
   0.598438, 5000.000000
   0.596582, 4900.000000
   0.594733, 4800.000000
   0.592890, 4700.000000
   0.591760, 4600.000000
   0.589932, 4500.000000
   0.588110, 4400.000000
   0.586295, 4300.000000
   0.584485, 4200.000000
   0.582682, 4100.000000
   0.580884, 4000.000000
   0.579093, 3900.000000
   0.577307, 3800.000000
   0.575528, 3700.000000
   0.573754, 3600.000000
   0.571985, 3500.000000
   0.570223, 3400.000000
   0.568466, 3300.000000
   0.566714, 3200.000000
   0.564968, 3100.000000
   0.563228, 3000.000000
   0.561493, 2900.000000
   0.559763, 2800.000000
   0.557298, 2700.000000
   0.555577, 2600.000000
   0.553861, 2500.000000
   0.552151, 2400.000000
   0.550445, 2300.000000
   0.548745, 2200.000000
   0.546300, 2100.000000
   0.544607, 2000.000000
