Mach, Specific Range
   0.245329,    0.169427
   0.247379,    0.171122
   0.249428,    0.172872
   0.251477,    0.174586
   0.253527,    0.176233
   0.255576,    0.177847
   0.257626,    0.179440
   0.259675,    0.180955
   0.261725,    0.182452
   0.263774,    0.183899
   0.265824,    0.185299
   0.267873,    0.186673
   0.269923,    0.187975
   0.271972,    0.189271
   0.274021,    0.190477
   0.276071,    0.191683
   0.278120,    0.192801
   0.280170,    0.193920
   0.282219,    0.194948
   0.284269,    0.195978
   0.286318,    0.196918
   0.288368,    0.197852
   0.290417,    0.198715
   0.292466,    0.199549
   0.294516,    0.200344
   0.296565,    0.201076
   0.298615,    0.201806
   0.300664,    0.202370
   0.302714,    0.202779
   0.304763,    0.203149
   0.306813,    0.203455
   0.308862,    0.203757
   0.310912,    0.203992
   0.312961,    0.204190
   0.315010,    0.204383
   0.317060,    0.204498
   0.319109,    0.204589
   0.321159,    0.204674
   0.323208,    0.204686
   0.325258,    0.204670
   0.327307,    0.204649
   0.329357,    0.204575
   0.331406,    0.204455
   0.333455,    0.204330
   0.335505,    0.204190
   0.337554,    0.203969
   0.339604,    0.203742
   0.341653,    0.203511
   0.343703,    0.203239
   0.345752,    0.202915
   0.347802,    0.202588
   0.349851,    0.202256
   0.351901,    0.201859
   0.353950,    0.201419
   0.355999,    0.200976
   0.358049,    0.200530
   0.360098,    0.200056
   0.362148,    0.199528
   0.364197,    0.198998
   0.366247,    0.198465
   0.368296,    0.197930
   0.370346,    0.197335
   0.372395,    0.196724
   0.374445,    0.196113
   0.376494,    0.195500
   0.378543,    0.194885
   0.380593,    0.194207
   0.382642,    0.193524
   0.384692,    0.192841
   0.386741,    0.192157
   0.388791,    0.191474
   0.390840,    0.190751
   0.392890,    0.190005
   0.394939,    0.189260
   0.396988,    0.188516
   0.399038,    0.187773
   0.401087,    0.187014
   0.403137,    0.186195
   0.405186,    0.185368
   0.407236,    0.184543
   0.409285,    0.183722
   0.411335,    0.182902
   0.413384,    0.182086
   0.415434,    0.181246
   0.417483,    0.180383
   0.419532,    0.179523
   0.421582,    0.178666
   0.423631,    0.177813
   0.425681,    0.176964
   0.427730,    0.176118
   0.429780,    0.175254
   0.431829,    0.174368
   0.433879,    0.173487
   0.435928,    0.172611
   0.437977,    0.171739
   0.440027,    0.170871
   0.442076,    0.170008
   0.444126,    0.169149
   0.446175,    0.168266
   0.448225,    0.167375
