Mach, Specific Range
   0.238786,    0.176531
   0.240901,    0.178421
   0.243017,    0.180359
   0.245132,    0.182263
   0.247248,    0.184115
   0.249363,    0.185906
   0.251479,    0.187654
   0.253594,    0.189345
   0.255710,    0.190972
   0.257825,    0.192573
   0.259941,    0.194099
   0.262057,    0.195585
   0.264172,    0.197026
   0.266288,    0.198396
   0.268403,    0.199746
   0.270519,    0.201002
   0.272634,    0.202254
   0.274750,    0.203401
   0.276865,    0.204550
   0.278981,    0.205592
   0.281096,    0.206636
   0.283212,    0.207578
   0.285328,    0.208510
   0.287443,    0.209361
   0.289559,    0.210180
   0.291674,    0.210949
   0.293790,    0.211653
   0.295905,    0.212351
   0.298021,    0.212938
   0.300136,    0.213503
   0.302252,    0.213795
   0.304368,    0.214024
   0.306483,    0.214247
   0.308599,    0.214387
   0.310714,    0.214494
   0.312830,    0.214596
   0.314945,    0.214602
   0.317061,    0.214590
   0.319176,    0.214572
   0.321292,    0.214464
   0.323407,    0.214335
   0.325523,    0.214200
   0.327639,    0.214000
   0.329754,    0.213757
   0.331870,    0.213509
   0.333985,    0.213239
   0.336101,    0.212887
   0.338216,    0.212530
   0.340332,    0.212168
   0.342447,    0.211758
   0.344563,    0.211298
   0.346678,    0.210833
   0.348794,    0.210365
   0.350910,    0.209838
   0.353025,    0.209255
   0.355141,    0.208670
   0.357256,    0.208081
   0.359372,    0.207469
   0.361487,    0.206796
   0.363603,    0.206121
   0.365718,    0.205444
   0.367834,    0.204766
   0.369949,    0.204037
   0.372065,    0.203281
   0.374181,    0.202525
   0.376296,    0.201769
   0.378412,    0.201013
   0.380527,    0.200210
   0.382643,    0.199384
   0.384758,    0.198559
   0.386874,    0.197736
   0.388989,    0.196913
   0.391105,    0.196078
   0.393221,    0.195194
   0.395336,    0.194311
   0.397452,    0.193431
   0.399567,    0.192553
   0.401683,    0.191652
   0.403798,    0.190735
   0.405914,    0.189775
   0.408029,    0.188819
   0.410145,    0.187867
   0.412260,    0.186919
   0.414376,    0.185976
   0.416492,    0.185036
   0.418607,    0.184070
   0.420723,    0.183086
   0.422838,    0.182109
   0.424954,    0.181136
   0.427069,    0.180168
   0.429185,    0.179206
   0.431300,    0.178249
   0.433416,    0.177285
   0.435531,    0.176292
   0.437647,    0.175305
   0.439763,    0.174324
   0.441878,    0.173349
   0.443994,    0.172380
   0.446109,    0.171418
   0.448225,    0.170461
