alpha body, CM
  -4.000000,   -0.000000
  -3.517241,   -0.000000
  -3.034483,   -0.000000
  -2.551724,   -0.000000
  -2.068966,   -0.000000
  -1.586207,   -0.000000
  -1.103448,   -0.000000
  -0.620690,   -0.000000
  -0.137931,   -0.000000
   0.344828,    0.000000
   0.827586,    0.000000
   1.310345,    0.000000
   1.793103,    0.000000
   2.275862,    0.000000
   2.758621,    0.000000
   3.241379,    0.000000
   3.724138,    0.000000
   4.206897,    0.000000
   4.689655,    0.000000
   5.172414,    0.000000
   5.655172,    0.000000
   6.137931,    0.000000
   6.620690,    0.000000
   7.103448,    0.000000
   7.586207,    0.000000
   8.068966,    0.000000
   8.551724,    0.000000
   9.034483,    0.000000
   9.517241,    0.000000
  10.000000,    0.000000
