0	0	0.00	1220.2	7697.5	
0	0	0.05	1223.2	7271.1	
0	0	0.10	1224.4	6647.6	
0	0	0.15	1224.4	5761.9	
0	0	0.20	1218.5	4891.9	
0	0	0.25	1211.9	4199.5	
0	0	0.30	1204.8	3635.2	
0	0	0.35	1192.2	3145.1	
0	0	0.40	1179.7	2738.2	
0	0	0.45	1168.0	2338.0	
0	0	0.50	1160.1	1942.4	
0	0	0.55	1154.3	1546.7	
0	0	0.60	1148.4	1171.3	
5000	0	0.00	1175.3	6773.5	
5000	0	0.05	1175.7	6624.8	
5000	0	0.10	1175.7	6285.7	
5000	0	0.15	1174.8	5595.5	
5000	0	0.20	1164.9	4849.2	
5000	0	0.25	1159.2	4204.0	
5000	0	0.30	1152.3	3664.4	
5000	0	0.35	1142.0	3201.3	
5000	0	0.40	1131.6	2816.9	
5000	0	0.45	1123.2	2454.9	
5000	0	0.50	1113.5	2095.2	
5000	0	0.55	1103.0	1737.8	
5000	0	0.60	1091.3	1384.8	
10000	0	0.00	1060.0	5842.8	
10000	0	0.05	1058.4	5766.9	
10000	0	0.10	1054.9	5575.3	
10000	0	0.15	1048.5	5020.0	
10000	0	0.20	1033.5	4374.8	
10000	0	0.25	1030.0	3842.0	
10000	0	0.30	1045.4	3441.8	
10000	0	0.35	1060.4	3118.1	
10000	0	0.40	1080.3	2859.6	
10000	0	0.45	1077.2	2544.9	
10000	0	0.50	1069.0	2216.6	
10000	0	0.55	1060.6	1901.9	
10000	0	0.60	1052.9	1587.2	
15000	0	0.00	896.4	4981.8	
15000	0	0.05	895.2	4918.6	
15000	0	0.10	892.4	4759.2	
15000	0	0.15	887.4	4298.4	
15000	0	0.20	874.8	3763.3	
15000	0	0.25	859.1	3275.5	
15000	0	0.30	873.5	2940.5	
15000	0	0.35	888.0	2673.0	
15000	0	0.40	908.1	2457.2	
15000	0	0.45	935.9	2275.1	
15000	0	0.50	968.5	2102.0	
15000	0	0.55	1006.2	1946.9	
15000	0	0.60	1035.5	1771.5	
0	0	0.00	1231.0	7708.7	
0	0	0.05	1234.2	7295.6	
0	0	0.10	1235.5	6681.4	
0	0	0.15	1235.5	5797.8	
0	0	0.20	1229.9	4927.8	
0	0	0.25	1223.8	4230.9	
0	0	0.30	1217.8	3662.2	
0	0	0.35	1205.7	3172.1	
0	0	0.40	1194.0	2760.7	
0	0	0.45	1182.1	2360.5	
0	0	0.50	1171.5	1962.6	
0	0	0.55	1166.0	1566.9	
0	0	0.60	1160.5	1189.2	
5000	0	0.00	1187.0	6778.0	
5000	0	0.05	1186.8	6637.2	
5000	0	0.10	1186.5	6312.7	
5000	0	0.15	1185.2	5627.0	
5000	0	0.20	1176.6	4880.6	
5000	0	0.25	1170.0	4235.4	
5000	0	0.30	1163.6	3691.4	
5000	0	0.35	1153.7	3226.0	
5000	0	0.40	1144.2	2839.4	
5000	0	0.45	1135.8	2477.4	
5000	0	0.50	1126.3	2115.5	
5000	0	0.55	1116.0	1758.0	
5000	0	0.60	1104.3	1405.1	
10000	0	0.00	1170.0	5883.3	
10000	0	0.05	1169.7	5879.2	
10000	0	0.10	1169.1	5865.3	
10000	0	0.15	1167.1	5402.2	
10000	0	0.20	1147.9	4757.0	
10000	0	0.25	1139.8	4206.2	
10000	0	0.30	1127.9	3700.4	
10000	0	0.35	1112.9	3268.7	
10000	0	0.40	1096.6	2897.8	
10000	0	0.45	1088.9	2567.3	
10000	0	0.50	1081.1	2239.1	
10000	0	0.55	1072.3	1924.4	
10000	0	0.60	1064.8	1607.4	
15000	0	0.00	1005.1	5022.3	
15000	0	0.05	1004.4	5030.1	
15000	0	0.10	1002.9	5031.2	
15000	0	0.15	998.5	4651.3	
15000	0	0.20	982.6	4116.3	
15000	0	0.25	965.4	3614.9	
15000	0	0.30	977.1	3259.7	
15000	0	0.35	1001.5	2969.7	
15000	0	0.40	1028.0	2738.2	
15000	0	0.45	1058.0	2540.4	
15000	0	0.50	1088.2	2344.8	
15000	0	0.55	1068.8	2068.3	
15000	0	0.60	1048.7	1789.5	
20000	0	0.00	858.0	4262.4	
20000	0	0.05	857.7	4286.0	
20000	0	0.10	856.9	4289.4	
20000	0	0.15	853.0	3990.4	
20000	0	0.20	838.6	3549.7	
20000	0	0.25	823.2	3124.9	
20000	0	0.30	817.0	2780.9	
20000	0	0.35	842.8	2535.9	
20000	0	0.40	869.3	2342.5	
20000	0	0.45	897.1	2176.2	
20000	0	0.50	925.1	2021.0	
20000	0	0.55	962.1	1890.7	
20000	0	0.60	1004.4	1776.0	
25000	0	0.00	726.9	3592.5	
25000	0	0.05	727.0	3625.9	
25000	0	0.10	727.1	3630.7	
25000	0	0.15	724.7	3401.4	
25000	0	0.20	713.2	3046.2	
25000	0	0.25	701.5	2693.2	
25000	0	0.30	683.4	2371.7	
25000	0	0.35	706.6	2158.2	
25000	0	0.40	734.4	1998.6	
25000	0	0.45	759.5	1863.7	
25000	0	0.50	778.7	1726.5	
25000	0	0.55	808.9	1614.1	
25000	0	0.60	845.0	1524.2	
30000	0	0.00	610.0	3003.5	
30000	0	0.05	610.6	3040.8	
30000	0	0.10	610.7	3046.2	
30000	0	0.15	608.7	2870.8	
30000	0	0.20	598.8	2585.3	
30000	0	0.25	588.8	2290.8	
30000	0	0.30	570.1	2023.3	
30000	0	0.35	579.4	1800.7	
30000	0	0.40	606.3	1672.6	
30000	0	0.45	630.3	1571.4	
