Speed, Powers
  69.027110, 1776198.354525
  69.911030, 1786554.135341
  70.794950, 1796596.631278
  71.678871, 1806325.842337
  72.562791, 1815741.768517
  73.446711, 1824844.409818
  74.330632, 1833633.766240
  75.214552, 1842109.837784
  76.098472, 1850272.624449
  76.982393, 1858122.126236
  77.866313, 1867419.878079
  78.750233, 1877006.788921
  79.634154, 1886333.034247
  80.518074, 1895398.614058
  81.401994, 1904203.528354
  82.285915, 1912747.777135
  83.169835, 1921031.360400
  84.053755, 1929054.278151
  84.937676, 1936816.530387
  85.821596, 1944318.117107
  86.705516, 1951559.038313
  87.589437, 1958539.294003
  88.473357, 1965861.785689
  89.357277, 1974470.465554
  90.241198, 1982860.891402
  91.125118, 1991033.063235
  92.009038, 1998986.981052
  92.892958, 2006722.644854
  93.776879, 2014240.054640
  94.660799, 2021539.210410
  95.544719, 2028620.112164
  96.428640, 2035482.759903
  97.312560, 2042127.153626
  98.196480, 2048553.293333
  99.080401, 2054761.179024
  99.964321, 2062284.076666
 100.848241, 2069983.258556
 101.732162, 2077497.742621
 102.616082, 2084827.528861
 103.500002, 2091972.617277
 104.383923, 2098933.007869
 105.267843, 2105708.700635
 106.151763, 2112299.695578
 107.035684, 2118705.992695
 107.919604, 2124927.591988
 108.803524, 2130964.493456
 109.687445, 2136816.697100
 110.571365, 2142919.478049
 111.455285, 2149727.086799
 112.339206, 2156370.955771
 113.223126, 2162851.084967
 114.107046, 2169167.474386
 114.990967, 2175320.124027
 115.874887, 2181309.033892
 116.758807, 2187134.203980
 117.642728, 2192795.634290
 118.526648, 2198293.324824
 119.410568, 2203627.275581
 120.294489, 2208797.486561
 121.178409, 2213803.957764
 122.062329, 2219865.741948
 122.946250, 2225987.888563
 123.830170, 2231966.919550
 124.714090, 2237802.834910
 125.598011, 2243495.634642
 126.481931, 2249045.318747
 127.365851, 2254451.887224
 128.249772, 2259715.340074
 129.133692, 2264835.677296
 130.017612, 2269812.898890
 130.901533, 2274647.004857
 131.785453, 2279337.995197
 132.669373, 2284399.591789
 133.553294, 2290168.443300
 134.437214, 2295812.190325
 135.321134, 2301330.832864
 136.205055, 2306724.370917
 137.088975, 2311992.804483
 137.972895, 2317136.133563
 138.856815, 2322154.358157
 139.740736, 2327047.478264
 140.624656, 2331815.493886
 141.508576, 2336458.405021
 142.392497, 2340976.211669
 143.276417, 2345368.913832
 144.160337, 2350636.354066
 145.044258, 2355897.686479
 145.928178, 2361047.476415
 146.812098, 2366085.723875
 147.696019, 2371012.428858
 148.579939, 2375827.591365
 149.463859, 2380531.211396
 150.347780, 2385123.288950
 151.231700, 2389603.824027
 152.115620, 2393972.816628
 152.999541, 2398230.266752
 153.883461, 2402376.174400
 154.767381, 2406363.544610
 155.651302, 2410175.692562
 156.535222, 2413875.044075
