Mach, Climb Angle
   0.271594,   -0.554631
   0.274507,   -0.522575
   0.277421,   -0.493187
   0.280334,   -0.466340
   0.283247,   -0.441424
   0.286160,   -0.418453
   0.289073,   -0.397610
   0.291987,   -0.378747
   0.294900,   -0.362421
   0.297813,   -0.347331
   0.300726,   -0.333790
   0.303639,   -0.321794
   0.306552,   -0.312508
   0.309466,   -0.304308
   0.312379,   -0.296645
   0.315292,   -0.291524
   0.318205,   -0.287284
   0.321118,   -0.284898
   0.324032,   -0.283642
   0.326945,   -0.283005
   0.329858,   -0.284487
   0.332771,   -0.286408
   0.335684,   -0.290755
   0.338598,   -0.294734
   0.341511,   -0.301033
   0.344424,   -0.307456
   0.347337,   -0.316036
   0.350250,   -0.324967
   0.353164,   -0.335056
   0.356077,   -0.346130
   0.358990,   -0.357854
   0.361903,   -0.371462
   0.364816,   -0.384944
   0.367729,   -0.400192
   0.370643,   -0.416039
   0.373556,   -0.432167
   0.376469,   -0.450523
   0.379382,   -0.468828
   0.382295,   -0.487783
   0.385209,   -0.508550
   0.388122,   -0.529368
   0.391035,   -0.550777
   0.393948,   -0.574125
   0.396861,   -0.597541
   0.399775,   -0.621026
   0.402688,   -0.646800
   0.405601,   -0.672807
   0.408514,   -0.699016
   0.411427,   -0.726290
   0.414341,   -0.754932
   0.417254,   -0.783675
   0.420167,   -0.812622
   0.423080,   -0.843087
   0.425993,   -0.874502
   0.428906,   -0.906034
   0.431820,   -0.937684
   0.434733,   -0.970569
   0.437646,   -1.004728
   0.440559,   -1.039018
   0.443472,   -1.073441
   0.446386,   -1.108020
   0.449299,   -1.144731
   0.452212,   -1.181738
   0.455125,   -1.218890
   0.458038,   -1.256189
   0.460952,   -1.293677
   0.463865,   -1.333221
   0.466778,   -1.373051
   0.469691,   -1.413041
   0.472604,   -1.453189
   0.475517,   -1.493542
   0.478431,   -1.534860
   0.481344,   -1.577476
   0.484257,   -1.620263
   0.487170,   -1.663225
   0.490083,   -1.706383
   0.492997,   -1.749711
   0.495910,   -1.793689
   0.498823,   -1.839223
   0.501736,   -1.884939
   0.504649,   -1.930838
   0.507563,   -1.976920
   0.510476,   -2.023184
   0.513389,   -2.069631
   0.516302,   -2.116845
   0.519215,   -2.165420
   0.522129,   -2.214189
   0.525042,   -2.263151
   0.527955,   -2.312304
   0.530868,   -2.361598
   0.533781,   -2.411086
   0.536694,   -2.460768
   0.539608,   -2.511466
   0.542521,   -2.563219
   0.545434,   -2.615124
   0.548347,   -2.667232
   0.551260,   -2.719543
   0.554174,   -2.772057
   0.557087,   -2.824703
   0.560000,   -2.877516
