Ground distance, Fuel Used
   0.000000,    0.000000
  30.519448,    0.081419
  61.039536,    0.162845
  91.561844,    0.244282
 122.085331,    0.325721
 152.614316,    0.407176
 183.145190,    0.488634
 213.684875,    0.570107
 244.227251,    0.651585
 274.782190,    0.733080
 305.340553,    0.814580
 335.914898,    0.896098
 366.493355,    0.977621
 397.091006,    1.059165
 427.693402,    1.140713
 458.317949,    1.222282
 488.947834,    1.303857
 519.602641,    1.385455
 550.263404,    1.467057
 580.951972,    1.548684
 611.647181,    1.630317
 642.373387,    1.711974
 673.106882,    1.793638
 703.874403,    1.875328
 734.654343,    1.957027
 765.466305,    2.038750
 796.292072,    2.120483
 827.153438,    2.202241
 858.029513,    2.284010
 888.943516,    2.365806
 919.872921,    2.447612
 950.842036,    2.529445
 981.827301,    2.611290
1012.854203,    2.693162
1043.898062,    2.775046
1074.985639,    2.856958
1106.091209,    2.938882
1137.243168,    3.020835
1168.413683,    3.102801
1199.632045,    3.184796
1230.876834,    3.266807
1262.161239,    3.348843
1293.487711,    3.430904
1324.842715,    3.512983
1356.243924,    3.595089
1387.676470,    3.677213
1419.157039,    3.759365
1450.670178,    3.841537
1482.232905,    3.923737
1513.829265,    4.005956
1545.476401,    4.088204
1577.157978,    4.170472
1608.892104,    4.252769
1640.661873,    4.335086
1672.485658,    4.417433
1704.346081,    4.499800
1736.261836,    4.582197
1768.215121,    4.664614
1800.225126,    4.747062
1832.273600,    4.829531
1864.379951,    4.912031
1896.525558,    4.994551
1928.729703,    5.077102
1960.973552,    5.159674
1993.276211,    5.242276
2025.618758,    5.324900
2058.020923,    5.407554
2090.463524,    5.490229
2122.966320,    5.572935
2155.509944,    5.655662
2188.113693,    5.738420
2220.758222,    5.821198
2253.462896,    5.904007
2286.208365,    5.986836
2319.014466,    6.069696
2351.861691,    6.152576
2384.770000,    6.235487
2417.719739,    6.318418
2450.730744,    6.401386
2483.783304,    6.484378
2516.896974,    6.567428
2550.052091,    6.650516
2583.268624,    6.733669
2616.526811,    6.816865
2649.846646,    6.900124
2683.208292,    6.983427
2716.631017,    7.066792
2750.095168,    7.150201
2783.627550,    7.233679
2817.194252,    7.317193
2850.829998,    7.400777
2884.500474,    7.484397
2918.240194,    7.568088
2952.014745,    7.651814
2985.858411,    7.735610
3019.736843,    7.819442
3053.684219,    7.903344
3087.666275,    7.987282
3121.716353,    8.071288
3155.800648,    8.155329
3189.951973,    8.239438
3224.137016,    8.323581
3258.388465,    8.407792
3292.673317,    8.492036
3327.024003,    8.576347
3361.407805,    8.660692
3395.856037,    8.745101
3430.336679,    8.829544
3464.880491,    8.914051
3499.456079,    8.998589
3534.093921,    9.083191
3568.763078,    9.167825
3603.493330,    9.252521
3638.254314,    9.337248
