Mach, Efficiency
   0.290006,   14.813951
   0.293157,   15.007064
   0.296309,   15.191367
   0.299461,   15.367163
   0.302613,   15.534806
   0.305765,   15.694691
   0.308917,   15.847250
   0.312069,   15.991753
   0.315220,   16.125947
   0.318372,   16.253763
   0.321524,   16.375758
   0.324676,   16.488350
   0.327828,   16.593221
   0.330980,   16.693565
   0.334132,   16.784316
   0.337284,   16.868765
   0.340435,   16.948989
   0.343587,   17.018234
   0.346739,   17.085382
   0.349891,   17.142360
   0.353043,   17.196161
   0.356195,   17.241785
   0.359347,   17.283300
   0.362498,   17.317384
   0.365650,   17.347800
   0.368802,   17.370253
   0.371954,   17.390866
   0.375106,   17.401683
   0.378258,   17.412606
   0.381410,   17.413151
   0.384562,   17.412401
   0.387713,   17.406293
   0.390865,   17.394053
   0.394017,   17.381730
   0.397169,   17.359406
   0.400321,   17.335790
   0.403473,   17.310433
   0.406625,   17.275844
   0.409776,   17.241126
   0.412928,   17.204015
   0.416080,   17.158704
   0.419232,   17.113289
   0.422384,   17.067026
   0.425536,   17.011496
   0.428688,   16.955918
   0.431840,   16.900296
   0.434991,   16.838071
   0.438143,   16.772968
   0.441295,   16.707902
   0.444447,   16.642501
   0.447599,   16.568588
   0.450751,   16.494814
   0.453903,   16.421182
   0.457055,   16.347004
   0.460206,   16.265300
   0.463358,   16.183856
   0.466510,   16.102676
   0.469662,   16.021764
   0.472814,   15.935122
   0.475966,   15.847060
   0.479118,   15.759391
   0.482269,   15.672118
   0.485421,   15.584901
   0.488573,   15.491280
   0.491725,   15.398181
   0.494877,   15.305607
   0.498029,   15.213559
   0.501181,   15.122037
   0.504333,   15.025539
   0.507484,   14.928684
   0.510636,   14.832477
   0.513788,   14.736918
   0.516940,   14.642005
   0.520092,   14.547269
   0.523244,   14.447846
   0.526396,   14.349184
   0.529547,   14.251280
   0.532699,   14.154130
   0.535851,   14.057731
   0.539003,   13.962079
   0.542155,   13.863894
   0.545307,   13.764681
   0.548459,   13.666315
   0.551611,   13.568791
   0.554762,   13.472101
   0.557914,   13.376240
   0.561066,   13.281202
   0.564218,   13.185305
   0.567370,   13.087514
   0.570522,   12.990630
   0.573674,   12.894645
   0.576826,   12.799550
   0.579977,   12.705339
   0.583129,   12.612002
   0.586281,   12.519531
   0.589433,   12.427518
   0.592585,   12.333030
   0.595737,   12.239476
   0.598889,   12.146845
   0.602040,   12.055128
