Mach, Altitude
   0.201024,    0.000000
   0.202220,  328.083990
   0.203427,  656.167979
   0.204643,  984.251969
   0.205869, 1312.335958
   0.207106, 1640.419948
   0.208352, 1968.503937
   0.209609, 2296.587927
   0.210877, 2624.671916
   0.212155, 2952.755906
   0.213444, 3280.839895
   0.214743, 3608.923885
   0.216053, 3937.007874
   0.217375, 4265.091864
   0.218707, 4593.175853
   0.220051, 4921.259843
   0.221407, 5249.343832
   0.222773, 5577.427822
   0.224152, 5905.511811
   0.225542, 6233.595801
   0.226944, 6561.679790
   0.228358, 6889.763780
   0.229784, 7217.847769
   0.231222, 7545.931759
   0.232673, 7874.015748
   0.234137, 8202.099738
   0.235613, 8530.183727
   0.237102, 8858.267717
   0.238604, 9186.351706
   0.240119, 9514.435696
   0.241647, 9842.519685
   0.243189, 10170.603675
   0.244744, 10498.687664
   0.246313, 10826.771654
   0.247896, 11154.855643
   0.249492, 11482.939633
   0.251104, 11811.023622
   0.252729, 12139.107612
   0.254369, 12467.191601
   0.256023, 12795.275591
   0.257693, 13123.359580
   0.259377, 13451.443570
   0.261077, 13779.527559
   0.262792, 14107.611549
   0.264522, 14435.695538
   0.266269, 14763.779528
   0.268031, 15091.863517
   0.269809, 15419.947507
   0.271603, 15748.031496
   0.273414, 16076.115486
   0.275242, 16404.199475
   0.277086, 16732.283465
   0.278948, 17060.367454
   0.280827, 17388.451444
   0.282723, 17716.535433
   0.284637, 18044.619423
   0.286569, 18372.703412
   0.288518, 18700.787402
   0.290486, 19028.871391
   0.292473, 19356.955381
   0.294478, 19685.039370
   0.296503, 20013.123360
   0.298546, 20341.207349
   0.300609, 20669.291339
   0.302692, 20997.375328
   0.305490, 21325.459318
   0.308999, 21653.543307
   0.311827, 21981.627297
   0.315361, 22309.711286
   0.318907, 22637.795276
   0.322465, 22965.879265
   0.326036, 23293.963255
   0.329619, 23622.047244
   0.333215, 23950.131234
   0.336823, 24278.215223
   0.341118, 24606.299213
   0.344750, 24934.383202
   0.349064, 25262.467192
   0.353387, 25590.551181
   0.357718, 25918.635171
   0.362058, 26246.719160
   0.366406, 26574.803150
   0.370763, 26902.887139
   0.375784, 27230.971129
   0.380809, 27559.055118
   0.385837, 27887.139108
   0.390869, 28215.223097
   0.395905, 28543.307087
   0.400946, 28871.391076
   0.405990, 29199.475066
   0.411674, 29527.559055
   0.417356, 29855.643045
   0.423668, 30183.727034
   0.429972, 30511.811024
   0.436268, 30839.895013
   0.443180, 31167.979003
   0.450078, 31496.062992
