Speed (CAS), Climb Angle
 143.739313,    0.793895
 145.277686,    0.837047
 146.816058,    0.877769
 148.354431,    0.916111
 149.892803,    0.952058
 151.431176,    0.985983
 152.969548,    1.018033
 154.507921,    1.047763
 156.046293,    1.075327
 157.584665,    1.101345
 159.123038,    1.125980
 160.661410,    1.148000
 162.199783,    1.169940
 163.738155,    1.190958
 165.276528,    1.209373
 166.814900,    1.226994
 168.353273,    1.245103
 169.891645,    1.262405
 171.430017,    1.278996
 172.968390,    1.293334
 174.506762,    1.309142
 176.045135,    1.323799
 177.583507,    1.338557
 179.121880,    1.350876
 180.660252,    1.363858
 182.198625,    1.375286
 183.736997,    1.386785
 185.275369,    1.396392
 186.813742,    1.405522
 188.352114,    1.413511
 189.890487,    1.420206
 191.428859,    1.427025
 192.967232,    1.431416
 194.505604,    1.435475
 196.043977,    1.438677
 197.582349,    1.440421
 199.120722,    1.442246
 200.659094,    1.442417
 202.197466,    1.441599
 203.735839,    1.440844
 205.274211,    1.438672
 206.812584,    1.435728
 208.350956,    1.432884
 209.889329,    1.429090
 211.427701,    1.423987
 212.966074,    1.419257
 214.504446,    1.414987
 216.042818,    1.408479
 217.581191,    1.401964
 219.119563,    1.395580
 220.657936,    1.388911
 222.196308,    1.380653
 223.734681,    1.372392
 225.273053,    1.364093
 226.811426,    1.354833
 228.349798,    1.343968
 229.888170,    1.333086
 231.426543,    1.322185
 232.964915,    1.310831
 234.503288,    1.297555
 236.041660,    1.284003
 237.580033,    1.270419
 239.118405,    1.256795
 240.656778,    1.242959
 242.195150,    1.227231
 243.733522,    1.211459
 245.271895,    1.195723
 246.810267,    1.180013
 248.348640,    1.164259
 249.887012,    1.146872
 251.425385,    1.129137
 252.963757,    1.111505
 254.502130,    1.093817
 256.040502,    1.076071
 257.578875,    1.058314
 259.117247,    1.038913
 260.655619,    1.019349
 262.193992,    0.999717
 263.732364,    0.980017
 265.270737,    0.960070
 266.809109,    0.940053
 268.347482,    0.919221
 269.885854,    0.897235
 271.424227,    0.874797
 272.962599,    0.852192
 274.500971,    0.829509
 276.039344,    0.806747
 277.577716,    0.783696
 279.116089,    0.760382
 280.654461,    0.735295
 282.192834,    0.710119
 283.731206,    0.684867
 285.269579,    0.659540
 286.807951,    0.634124
 288.346323,    0.608620
 289.884696,    0.583121
 291.423068,    0.557789
 292.961441,    0.531304
 294.499813,    0.504114
 296.038186,    0.476855
