V/VsTO, Thrust - Yawing Moment
   0.305397, 89241.792791
   0.308708, 91187.726510
   0.312020, 93154.647748
   0.315332, 95142.556507
   0.318643, 97151.452786
   0.321955, 99181.336585
   0.325267, 101232.207904
   0.328578, 103304.066742
   0.331890, 105396.913101
   0.335202, 107510.746981
   0.338513, 109645.568380
   0.341825, 111801.377299
   0.345137, 113978.173738
   0.348448, 116175.957697
   0.351760, 118394.729177
   0.355072, 120634.488176
   0.358383, 122895.234696
   0.361695, 125176.968735
   0.365007, 127479.690295
   0.368318, 129803.399374
   0.371630, 132148.095974
   0.374942, 134513.780094
   0.378253, 136900.451734
   0.381565, 139308.110894
   0.384877, 141736.757574
   0.388188, 144186.391774
   0.391500, 146657.013494
   0.394811, 149148.622734
   0.398123, 151661.219494
   0.401435, 154194.803774
   0.404746, 156749.375575
   0.408058, 159324.934895
   0.411370, 161921.481736
   0.414681, 164539.016096
   0.417993, 167177.537977
   0.421305, 169837.047377
   0.424616, 172517.544298
   0.427928, 175219.028739
   0.431240, 177941.500700
   0.434551, 180684.960181
   0.437863, 183449.407182
   0.441175, 186234.841703
   0.444486, 189041.263744
   0.447798, 191868.673305
   0.451110, 194717.070386
   0.454421, 197586.454987
   0.457733, 200476.827109
   0.461045, 203388.186750
   0.464356, 206320.533911
   0.467668, 209273.868593
   0.470980, 212248.190795
   0.474291, 215243.500516
   0.477603, 218259.797758
   0.480915, 221297.082520
   0.484226, 224355.354801
   0.487538, 227434.614603
   0.490850, 230534.861925
   0.494161, 233656.096767
   0.497473, 236798.319129
   0.500785, 239961.529011
   0.504096, 243145.726414
   0.507408, 246350.911336
   0.510720, 249577.083778
   0.514031, 252824.243741
   0.517343, 256092.391223
   0.520655, 259381.526225
   0.523966, 262691.648748
   0.527278, 266022.758791
   0.530590, 269374.856353
   0.533901, 272747.941436
   0.537213, 276142.014039
   0.540525, 279557.074162
   0.543836, 282993.121805
   0.547148, 286450.156968
   0.550460, 289928.179651
   0.553771, 293427.189854
   0.557083, 296947.187577
   0.560394, 300488.172820
   0.563706, 304050.145583
   0.567018, 307633.105867
   0.570329, 311237.053670
   0.573641, 314861.988994
   0.576953, 318507.911837
   0.580264, 322174.822201
   0.583576, 325862.720085
   0.586888, 329571.605488
   0.590199, 333301.478412
   0.593511, 337052.338856
   0.596823, 340824.186820
   0.600134, 344617.022304
   0.603446, 348430.845308
   0.606758, 352265.655832
   0.610069, 356121.453876
   0.613381, 359998.239440
   0.616693, 363896.012525
   0.620004, 367814.773129
   0.623316, 371754.521253
   0.626628, 375715.256898
   0.629939, 379696.980062
   0.633251, 383699.690747
   0.636563, 387723.388951
   0.639874, 391768.074676
   0.643186, 395833.747921
   0.646498, 399920.408686
   0.649809, 404028.056971
   0.653121, 408156.692776
   0.656433, 412306.316101
   0.659744, 416476.926946
   0.663056, 420668.525311
   0.666368, 424881.111196
   0.669679, 429114.684601
   0.672991, 433369.245527
   0.676303, 437644.793972
   0.679614, 441941.329937
   0.682926, 446258.853423
   0.686238, 450597.364429
   0.689549, 454956.862954
   0.692861, 459337.349000
   0.696173, 463738.822566
   0.699484, 468161.283651
   0.702796, 472604.732257
   0.706108, 477069.168383
   0.709419, 481554.592029
   0.712731, 486061.003195
   0.716043, 490588.401881
   0.719354, 495136.788088
   0.722666, 499706.161814
   0.725977, 504296.523060
   0.729289, 508907.871827
   0.732601, 513540.208113
   0.735912, 518193.531919
   0.739224, 522867.843246
   0.742536, 527563.142093
   0.745847, 532279.428459
   0.749159, 537016.702346
   0.752471, 541774.963753
   0.755782, 546554.212680
   0.759094, 551354.449127
   0.762406, 556175.673094
   0.765717, 561017.884581
   0.769029, 565881.083588
   0.772341, 570765.270115
   0.775652, 575670.444162
   0.778964, 580596.605729
   0.782276, 585543.754817
   0.785587, 590511.891424
   0.788899, 595501.015552
   0.792211, 600511.127199
   0.795522, 605542.226367
   0.798834, 610594.313055
   0.802146, 615667.387262
   0.805457, 620761.448990
   0.808769, 625876.498238
   0.812081, 631012.535006
   0.815392, 636169.559294
   0.818704, 641347.571102
   0.822016, 646546.570430
   0.825327, 651766.557278
   0.828639, 657007.531646
   0.831951, 662269.493535
   0.835262, 667552.442943
   0.838574, 672856.379871
   0.841886, 678181.304320
   0.845197, 683527.216288
   0.848509, 688894.115777
   0.851821, 694282.002785
   0.855132, 699690.877314
   0.858444, 705120.739363
   0.861756, 710571.588932
   0.865067, 716043.426021
   0.868379, 721536.250630
   0.871691, 727050.062759
   0.875002, 732584.862408
   0.878314, 738140.649577
   0.881626, 743717.424266
   0.884937, 749315.186475
   0.888249, 754933.936205
   0.891560, 760573.673454
   0.894872, 766234.398223
   0.898184, 771916.110513
   0.901495, 777618.810322
   0.904807, 783342.497652
   0.908119, 789087.172502
   0.911430, 794852.834872
   0.914742, 800639.484761
   0.918054, 806447.122171
   0.921365, 812275.747101
   0.924677, 818125.359551
   0.927989, 823995.959521
   0.931300, 829887.547011
   0.934612, 835800.122022
   0.937924, 841733.684552
   0.941235, 847688.234602
   0.944547, 853663.772172
   0.947859, 859660.297263
   0.951170, 865677.809873
   0.954482, 871716.310004
   0.957794, 877775.797655
   0.961105, 883856.272825
   0.964417, 889957.735516
   0.967729, 896080.185727
   0.971040, 902223.623458
   0.974352, 908388.048709
   0.977664, 914573.461480
   0.980975, 920779.861771
   0.984287, 927007.249582
   0.987599, 933255.624913
   0.990910, 939524.987764
   0.994222, 945815.338135
   0.997534, 952126.676027
   1.000845, 958459.001438
   1.004157, 964812.314370
   1.007469, 971186.614821
   1.010780, 977581.902793
   1.014092, 983998.178284
   1.017404, 990435.441296
   1.020715, 996893.691828
   1.024027, 1003372.929880
   1.027339, 1009873.155452
   1.030650, 1016394.368544
   1.033962, 1022936.569156
   1.037274, 1029499.757288
   1.040585, 1036083.932940
   1.043897, 1042689.096112
   1.047209, 1049315.246804
   1.050520, 1055962.385017
   1.053832, 1062630.510749
   1.057143, 1069319.624002
   1.060455, 1076029.724774
   1.063767, 1082760.813067
   1.067078, 1089512.888879
   1.070390, 1096285.952212
   1.073702, 1103080.003065
   1.077013, 1109895.041438
   1.080325, 1116731.067330
   1.083637, 1123588.080743
   1.086948, 1130466.081676
   1.090260, 1137365.070129
   1.093572, 1144285.046103
   1.096883, 1151226.009596
   1.100195, 1158187.960609
   1.103507, 1165170.899142
   1.106818, 1172174.825196
   1.110130, 1179199.738769
   1.113442, 1186245.639863
   1.116753, 1193312.528476
   1.120065, 1200400.404610
   1.123377, 1207509.268264
   1.126688, 1214639.119437
   1.130000, 1221789.958131
