CD, CL
   0.076943,   -6.622119
   0.075276,   -6.468177
   0.073770,   -6.327496
   0.072368,   -6.195142
   0.070986,   -6.063299
   0.069622,   -5.931738
   0.068278,   -5.800710
   0.066950,   -5.669939
   0.065643,   -5.539723
   0.064352,   -5.409739
   0.063081,   -5.280330
   0.061826,   -5.151128
   0.060590,   -5.022523
   0.059371,   -4.894099
   0.058171,   -4.766291
   0.056986,   -4.638641
   0.055821,   -4.511626
   0.054671,   -4.384744
   0.053539,   -4.258514
   0.052424,   -4.132394
   0.051327,   -4.006944
   0.050244,   -3.881579
   0.049180,   -3.756902
   0.048130,   -3.632286
   0.047099,   -3.508373
   0.046081,   -3.384498
   0.045083,   -3.261341
   0.044098,   -3.138206
   0.043133,   -3.015791
   0.042182,   -2.893403
   0.041248,   -2.771704
   0.040327,   -2.650054
   0.039425,   -2.529063
   0.038536,   -2.408140
   0.037663,   -2.287847
   0.036804,   -2.167642
   0.035959,   -2.048036
   0.035127,   -1.928538
   0.034311,   -1.809609
   0.033417,   -1.677418
