CD, CL
   0.046263,   -6.622119
   0.044995,   -6.468177
   0.043854,   -6.327496
   0.042795,   -6.195142
   0.041756,   -6.063299
   0.040733,   -5.931738
   0.039728,   -5.800710
   0.038740,   -5.669939
   0.037770,   -5.539723
   0.036816,   -5.409739
   0.035881,   -5.280330
   0.034961,   -5.151128
   0.034059,   -5.022523
   0.033172,   -4.894099
   0.032304,   -4.766291
   0.031450,   -4.638641
   0.030615,   -4.511626
   0.029794,   -4.384744
   0.028989,   -4.258514
   0.028201,   -4.132394
   0.027429,   -4.006944
   0.026672,   -3.881579
   0.025931,   -3.756902
   0.025204,   -3.632286
   0.024494,   -3.508373
   0.023798,   -3.384498
   0.023119,   -3.261341
   0.022453,   -3.138206
   0.021806,   -3.015791
   0.021172,   -2.893403
   0.020554,   -2.771704
   0.019948,   -2.650054
   0.019360,   -2.529063
   0.018784,   -2.408140
   0.018224,   -2.287847
   0.017676,   -2.167642
   0.017142,   -2.048036
   0.016619,   -1.928538
   0.016111,   -1.809609
   0.015560,   -1.677418
