CD, CL
   0.127092,   -6.622119
   0.124984,   -6.468177
   0.123075,   -6.327496
   0.121294,   -6.195142
   0.119534,   -6.063299
   0.117793,   -5.931738
   0.116073,   -5.800710
   0.114371,   -5.669939
   0.112690,   -5.539723
   0.111027,   -5.409739
   0.109385,   -5.280330
   0.107759,   -5.151128
   0.106156,   -5.022523
   0.104568,   -4.894099
   0.103002,   -4.766291
   0.101452,   -4.638641
   0.099923,   -4.511626
   0.098409,   -4.384744
   0.096915,   -4.258514
   0.095439,   -4.132394
   0.093982,   -4.006944
   0.092540,   -3.881579
   0.091119,   -3.756902
   0.089711,   -3.632286
   0.088325,   -3.508373
   0.086952,   -3.384498
   0.085601,   -3.261341
   0.084263,   -3.138206
   0.082948,   -3.015791
   0.081645,   -2.893403
   0.080363,   -2.771704
   0.079094,   -2.650054
   0.077845,   -2.529063
   0.076609,   -2.408140
   0.075392,   -2.287847
   0.074187,   -2.167642
   0.073001,   -2.048036
   0.071826,   -1.928538
   0.070669,   -1.809609
   0.069396,   -1.677418
