Ground Distance, 
   0.000000,    0.000000
 793.172147,    0.000000
 828.948832,    0.000000
 864.725517,    0.000000
 900.502202,    0.000000
 936.278887,    0.000000
 972.055572,    0.000000
1007.832256,    0.000000
1043.608941,    0.000000
1079.385626,    0.000000
1115.162311,    0.000000
1117.822418,    0.000000
1144.387939,    0.000000
1328.355330,    0.000000
1364.776405,    0.000000
1401.074596,    0.000000
1437.250428,    0.000000
1473.304426,    0.000000
1480.500652,    0.000000
1480.700543,    0.000000
1480.795193,    0.000000
1480.893308,    0.000000
1480.954218,    0.000000
1480.975005,    0.000000
1480.982233,    0.000000
1480.984878,    0.000000
1480.987375,    0.000000
1481.012343,    0.000000
1481.262015,    0.000000
1483.758025,    0.000000
1508.646640,    0.000000
1684.022558,    0.000000
1746.324980,    0.000000
1768.525456,    0.000000
1790.052165,    0.000000
1953.953040,    0.000000
2110.493241,    0.000000
2259.450412,    0.000000
2400.608761,    0.000000
2533.760383,    0.000000
2658.706582,    0.000000
2775.259201,    0.000000
2883.241925,    0.000000
2982.491542,    0.000000
3072.859151,    0.000000
3082.612247,    0.000000
3088.514909,    0.000000
3093.853733,    0.000000
3145.222090,    0.000000
3218.489898,    0.000000
3282.494920,    0.000000
3337.129010,    0.000000
3382.302672,    0.000000
3417.945804,    0.000000
3444.008287,    0.000000
3460.460419,    0.000000
3467.293167,    0.000000
3467.506125,    0.000000
3467.506614,    0.000000
