Ground Distance, 
   0.000000,  124.595913
 793.172147,  124.595913
 828.948832,  122.998529
 864.725517,  121.401146
 900.502202,  119.803762
 936.278887,  118.206379
 972.055572,  116.608995
1007.832256,  115.011612
1043.608941,  113.414228
1079.385626,  111.816845
1115.162311,  110.219461
1117.822418,  110.192656
1144.387939,  109.925061
1328.355330,  108.077031
1364.776405,  107.712206
1401.074596,  107.348951
1437.250428,  106.987254
1473.304426,  106.627105
1480.500652,  106.555260
1480.700543,  106.553265
1480.795193,  106.552320
1480.893308,  106.551340
1480.954218,  106.550732
1480.975005,  106.550525
1480.982233,  106.550452
1480.984878,  106.550423
1480.987375,  106.550367
1481.012343,  106.549814
1481.262015,  106.544279
1483.758025,  106.488911
1508.646640,  105.933799
1684.022558,  101.858509
1746.324980,  100.337085
1768.525456,   99.784975
1790.052165,   99.244421
1953.953040,   94.950316
2110.493241,   90.522781
2259.450412,   85.965319
2400.608761,   81.282209
2533.760383,   76.478515
2658.706582,   71.560090
2775.259201,   66.533565
2883.241925,   61.406336
2982.491542,   56.186530
3072.859151,   50.882971
3082.612247,   50.272121
3088.514909,   49.898321
3093.853733,   49.557447
3145.222090,   46.129998
3218.489898,   40.677539
3282.494920,   35.155650
3337.129010,   29.575132
3382.302672,   23.947266
3417.945804,   18.283736
3444.008287,   12.596526
3460.460419,    6.897825
3467.293167,    1.199918
3467.506125,    0.057627
3467.506614,   -0.004770
