Mach, Rate of Climb
   0.206246, 1779.839847
   0.212041, 1844.495681
   0.217837, 1905.664157
   0.223632, 1964.131796
   0.229428, 2019.841760
   0.235223, 2072.369342
   0.241019, 2123.597545
   0.246814, 2173.175553
   0.252610, 2219.583044
   0.258405, 2266.593314
   0.264201, 2312.242992
   0.269996, 2354.970264
   0.275792, 2397.798490
   0.281587, 2438.869227
   0.287383, 2477.530525
   0.293178, 2514.476651
   0.298974, 2548.756237
   0.304769, 2580.684198
   0.310565, 2609.739588
   0.316360, 2636.652172
   0.322156, 2660.527323
   0.327951, 2681.698904
   0.333747, 2700.773826
   0.339542, 2716.744283
   0.345338, 2731.202240
   0.351133, 2742.175357
   0.356929, 2751.879928
   0.362724, 2758.170824
   0.368520, 2763.092050
   0.374315, 2764.735940
   0.380111, 2764.510083
   0.385906, 2762.051032
   0.391702, 2756.360294
   0.397497, 2749.082470
   0.403293, 2738.971207
   0.409088, 2725.978645
   0.414884, 2711.314516
   0.420679, 2694.165847
   0.426475, 2674.028403
   0.432270, 2652.623877
   0.438066, 2629.343546
   0.443861, 2604.327872
   0.449657, 2577.782827
   0.455452, 2549.304004
   0.461248, 2521.233749
   0.467043, 2491.994369
   0.472839, 2459.115640
   0.478634, 2426.245682
   0.484430, 2392.286852
   0.490225, 2356.379816
   0.496021, 2319.280737
   0.501816, 2278.456189
   0.507612, 2235.586036
   0.513407, 2190.996575
   0.519203, 2144.397199
   0.524998, 2095.712322
   0.530794, 2044.710645
   0.536589, 1989.494803
   0.542385, 1931.720551
   0.548180, 1871.666814
   0.553976, 1809.359468
   0.559771, 1744.801470
   0.565567, 1678.198112
   0.571362, 1609.294989
   0.577158, 1538.059260
   0.582953, 1462.119627
   0.588749, 1383.617939
   0.594544, 1302.607670
   0.600340, 1218.913426
   0.606135, 1132.734073
   0.611931, 1044.082538
   0.617726,  952.981964
   0.623522,  859.344502
   0.629317,  763.249711
   0.635113,  664.744952
   0.640908,  562.335868
   0.646704,  456.168963
   0.652499,  347.292523
   0.658295,  235.709264
   0.664090,  121.453013
   0.669886,    4.500624
   0.675681, -115.212334
   0.681477, -237.197083
   0.687272, -361.637755
   0.693068, -488.880225
   0.698863, -618.246860
   0.704659, -750.112227
   0.710454, -884.817917
   0.716250, -1022.040105
   0.722045, -1162.098929
   0.727841, -1307.387148
   0.733636, -1456.056661
   0.739432, -1607.801298
   0.745227, -1762.556660
   0.751023, -1921.283398
   0.756818, -2083.169946
   0.762614, -2248.140090
   0.768409, -2416.483560
   0.774205, -2587.957326
   0.780000, -2762.477970
