alpha body, Neutral Point
  -4.000000,    0.174398
  -3.172414,    0.169959
  -2.344828,    0.161087
  -1.517241,    0.152233
  -0.689655,    0.140668
   0.137931,    0.131965
   0.965517,    0.125917
   1.793103,    0.116959
   2.620690,    0.108056
