Ground distance, Altitude
   0.000000,    0.000000
   2.246696,    0.000000
   5.061827,    0.000000
  11.428728,    0.000000
  18.810292,    0.000000
  29.700960,    0.000000
  41.594102,    0.000000
  56.953423,    0.000000
  73.302953,    0.000000
  93.075508,    0.000000
 113.825945,    0.000000
 137.956052,    0.000000
 163.051656,    0.000000
 191.483409,    0.000000
 220.868226,    0.000000
 253.545535,    0.000000
 287.163434,    0.000000
 324.030057,    0.000000
 361.824767,    0.000000
 402.824353,    0.000000
 444.739500,    0.000000
 489.815623,    0.000000
 535.794765,    0.000000
 584.890957,    0.000000
 634.877621,    0.000000
 687.937409,    0.000000
 741.875121,    0.000000
 798.844168,    0.000000
 856.679200,    0.000000
 917.507730,    0.000000
 979.191435,    0.000000
1043.831116,    0.000000
1109.315253,    0.000000
1177.717766,    0.000000
1246.953995,    0.000000
1319.070944,    0.000000
1392.010851,    0.000000
1467.793788,    0.000000
1544.388915,    0.000000
1623.789366,    0.000000
1703.991236,    0.000000
1786.961171,    0.000000
1870.721880,    0.000000
1957.215619,    0.000000
2044.490123,    0.000000
2134.463338,    0.000000
2225.207515,    0.000000
2318.616060,    0.000000
2412.785755,    0.000000
2509.585464,    0.000000
2607.136510,    0.000000
2707.283226,    0.000000
2808.171467,    0.000000
2911.621060,    0.000000
3015.802373,    0.000000
3122.510762,    0.000000
3229.941079,    0.000000
3314.646890,    0.000000
3425.725178,    0.000000
3538.317502,    0.000000
3652.120610,    0.000000
3767.656853,    0.000000
3884.579094,    0.000000
4003.192391,    0.000000
4123.158037,    0.000000
4176.465267,    0.000000
4298.991710,    2.080116
4384.041474,    3.523995
4507.960804,    9.162066
4632.827807,   18.584777
4758.100003,   30.048179
4812.213558,   35.000000
4938.050182,   52.376826
5063.908792,   70.193622
5080.650485,   72.563610
5206.521866,   94.228497
5332.392895,  116.745288
5458.263436,  139.543405
5584.133564,  162.430016
5710.003509,  185.334968
5740.836587,  190.945760
5866.706310,  213.845047
5992.575996,  236.731759
6118.445649,  259.607310
6244.315560,  282.466252
6370.185698,  305.310454
6496.056242,  328.140359
6621.927145,  350.957577
6747.798363,  373.761275
6873.669860,  396.552974
6999.541769,  419.329994
7125.414041,  442.093988
7251.286671,  464.845099
7377.159618,  487.584778
7503.032976,  510.308677
7628.906697,  533.018575
7754.780789,  555.719874
7833.077238,  569.835799
7958.952624,  592.504712
8084.827738,  615.175026
8210.702841,  637.840045
8336.577885,  660.475483
8462.453321,  683.101702
8588.329255,  705.716250
8714.205875,  728.309894
8840.082611,  750.900036
8965.959930,  773.470095
9091.837347,  796.036790
9217.715108,  818.583897
9343.592926,  841.127722
9469.471279,  863.643115
9595.349720,  886.153746
9721.228968,  908.644819
9847.108325,  931.133218
9972.988238,  953.601448
10098.868226,  976.066920
10143.342197,  984.000000
10269.222358, 1006.439869
10395.064616, 1028.431654
10520.796673, 1049.120650
10646.434755, 1068.738143
10771.850054, 1085.815438
10897.167379, 1101.767198
11022.252439, 1115.050669
11147.270653, 1127.522251
11272.096602, 1137.440356
11396.870915, 1145.425871
11521.645325, 1152.708183
11646.420165, 1159.789652
11771.195333, 1166.806184
11895.970650, 1173.798839
12020.746161, 1180.780694
12145.521797, 1187.758123
