Mach, Rate of Climb
   0.354133,    3.341541
   0.358435,    3.465042
   0.362736,    3.584329
   0.367038,    3.700029
   0.371340,    3.811036
   0.375641,    3.919151
   0.379943,    4.022315
   0.384245,    4.122372
   0.388546,    4.218689
   0.392848,    4.311408
   0.397150,    4.401314
   0.401451,    4.485505
   0.405753,    4.566208
   0.410055,    4.643454
   0.414357,    4.716407
   0.418658,    4.783319
   0.422960,    4.846806
   0.427262,    4.904293
   0.431563,    4.956657
   0.435865,    5.003616
   0.440167,    5.042779
   0.444468,    5.077595
   0.448770,    5.104331
   0.453072,    5.127684
   0.457373,    5.143039
   0.461675,    5.155842
   0.465977,    5.165370
   0.470278,    5.173303
   0.474580,    5.183272
   0.478882,    5.197410
   0.483184,    5.211769
   0.487485,    5.239325
   0.491787,    5.263213
   0.496089,    5.297273
   0.500390,    5.331034
   0.504692,    5.362102
   0.508994,    5.393387
   0.513295,    5.424376
   0.517597,    5.447603
   0.521899,    5.470217
   0.526200,    5.491096
   0.530502,    5.503267
   0.534804,    5.513924
   0.539105,    5.523380
   0.543407,    5.525373
   0.547709,    5.524089
   0.552011,    5.521701
   0.556312,    5.515972
   0.560614,    5.502860
   0.564916,    5.488421
   0.569217,    5.472644
   0.573519,    5.452231
   0.577821,    5.425463
   0.582122,    5.397137
   0.586424,    5.367280
   0.590726,    5.334349
   0.595027,    5.293040
   0.599329,    5.249949
   0.603631,    5.205058
   0.607932,    5.158353
   0.612234,    5.105511
   0.616536,    5.046795
   0.620838,    4.986048
   0.625139,    4.923256
   0.629441,    4.858404
   0.633743,    4.788617
   0.638044,    4.711295
   0.642346,    4.631700
   0.646648,    4.549815
   0.650949,    4.465626
   0.655251,    4.379116
   0.659553,    4.285746
   0.663854,    4.186214
   0.668156,    4.084150
   0.672458,    3.979539
   0.676759,    3.872362
   0.681061,    3.762604
   0.685363,    3.650248
   0.689665,    3.527075
   0.693966,    3.401076
   0.698268,    3.272271
   0.702570,    3.140642
   0.706871,    3.006172
   0.711173,    2.868843
   0.715475,    2.728638
   0.719776,    2.581433
   0.724078,    2.427109
   0.728380,    2.269706
   0.732681,    2.109205
   0.736983,    1.945588
   0.741285,    1.778835
   0.745586,    1.608929
   0.749888,    1.435850
   0.754190,    1.259581
   0.758492,    1.073363
   0.762793,    0.882306
   0.767095,    0.687860
   0.771397,    0.490005
   0.775698,    0.288722
   0.780000,    0.083992
