Time, Acceleration
   0.000100, 39014.805520
   0.000613, 39014.520001
   0.002976, 39013.204156
   0.009666, 39009.478557
   0.025771, 39000.506726
   0.048352, 38987.919274
   0.070936, 38975.320045
   0.093526, 38962.707640
   0.116153, 38950.065527
   0.138814, 38937.394657
   0.161505, 38924.696834
   0.184220, 38911.976242
   0.207071, 38899.170108
   0.229907, 38886.362207
   0.252778, 38873.525023
   0.275858, 38860.560779
   0.298897, 38847.609470
   0.322168, 38834.517615
   0.345500, 38821.381807
   0.368688, 38808.317137
   0.392187, 38795.066572
   0.415784, 38781.750818
   0.439326, 38768.455974
   0.462899, 38755.133884
   0.487011, 38741.496079
   0.511142, 38727.836813
   0.535432, 38714.077239
   0.559812, 38700.255451
   0.584126, 38686.460316
   0.608610, 38672.558460
   0.633178, 38658.597516
   0.658038, 38644.459289
   0.683074, 38630.210136
   0.708030, 38615.995144
   0.733304, 38601.587687
   0.758763, 38587.063355
   0.784546, 38572.342273
   0.810392, 38557.573175
   0.836067, 38542.890278
   0.862104, 38527.988388
   0.888643, 38512.786379
   0.914963, 38497.697618
   0.941569, 38482.432674
   0.968244, 38467.115784
   0.995151, 38451.652819
   1.022209, 38436.090108
   1.049624, 38420.308670
   1.076894, 38404.598363
   1.104499, 38388.681349
   1.132068, 38372.772589
   1.159951, 38356.668458
   1.188231, 38340.321272
   1.216618, 38323.898719
   1.245280, 38307.303099
   1.273753, 38290.802469
   1.302347, 38274.218308
   1.331466, 38257.314635
   1.360617, 38240.378471
   1.390107, 38223.230365
   1.419650, 38206.036920
   1.425605, 38202.568994
   1.441812, 38193.128818
   1.442991, 38192.441897
   1.443888, 38191.919561
   1.444542, 38191.538412
   1.444756, 38191.413666
   1.444842, 38191.363266
   1.444921, 38191.317660
   1.445387, 38191.045843
   1.447835, 38189.618046
   1.456398, 38184.624586
   1.479187, 38171.329030
   1.509373, 38153.704627
   1.539498, 38136.100089
   1.569781, 38118.388055
   1.600167, 38100.600801
   1.630718, 38082.700778
   1.661841, 38064.450079
   1.693023, 38046.148686
   1.724374, 38027.731618
   1.755923, 38009.182016
   1.787409, 37990.652989
   1.819582, 37971.703446
   1.851885, 37952.659799
   1.884391, 37933.479249
   1.917070, 37914.179389
   1.949672, 37894.907757
   1.982602, 37875.424834
   2.015636, 37855.863284
   2.048810, 37836.200843
   2.082340, 37816.309177
   2.115804, 37796.439258
   2.149328, 37776.515053
   2.183113, 37756.418748
   2.217112, 37736.176193
   2.251447, 37715.714924
   2.286058, 37695.070885
   2.320282, 37674.639406
   2.355031, 37653.875344
   2.389821, 37633.068069
   2.424801, 37612.128113
   2.460167, 37590.937822
   2.495893, 37569.512227
   2.531212, 37548.311502
   2.566758, 37526.955024
   2.602690, 37505.347212
   2.638920, 37483.540463
   2.675305, 37461.619979
   2.711716, 37439.664200
   2.748269, 37417.602663
   2.785058, 37395.378370
   2.821852, 37373.130675
   2.859117, 37350.577382
   2.896125, 37328.159727
   2.903592, 37323.633938
   2.908551, 37320.627874
   2.911314, 37318.952933
   2.913568, 37317.586645
   2.915395, 37316.478738
   2.916796, 37315.629345
   2.921809, 37312.589373
   2.921969, 37312.492478
   2.922068, 37312.432797
   2.922118, 37312.402019
   2.922174, 37312.368421
   2.922632, 37312.090303
   2.925144, 37310.565110
   2.932987, 37305.802248
   2.954876, 37292.505486
   2.991739, 37270.096965
   3.029698, 37247.001544
   3.067839, 37223.774201
   3.106079, 37200.464771
   3.144561, 37176.987256
   3.183045, 37153.486678
   3.221544, 37129.955732
   3.260071, 37106.386513
   3.298822, 37082.658648
   3.337586, 37058.901647
   3.376875, 37034.801340
   3.416080, 37010.730743
   3.455332, 36986.610151
   3.494792, 36962.339507
   3.534769, 36937.729062
   3.574636, 36913.163836
   3.614586, 36888.526049
   3.654769, 36863.721959
   3.695366, 36838.640327
   3.735784, 36813.647084
   3.776437, 36788.485506
   3.817208, 36763.228714
   3.857957, 36737.963630
   3.899325, 36712.291468
   3.940361, 36686.802939
   3.981818, 36661.030394
   4.023353, 36635.186765
   4.065366, 36609.022358
   4.107457, 36582.786018
   4.149658, 36556.458343
   4.192209, 36529.888639
   4.234596, 36503.398112
   4.277175, 36476.764541
