Speed (TAS), Climb Angle
  94.198837,    3.864951
  95.297623,    3.833003
  96.396409,    3.840302
  97.495195,    3.851303
  98.593980,    3.863734
  99.692766,    3.870395
 100.791552,    3.872549
 101.890338,    3.876298
 102.989124,    3.874641
 104.087910,    3.872405
 105.186696,    3.870576
 106.285482,    3.863318
 107.384268,    3.856449
 108.483054,    3.849911
 109.581840,    3.838977
 110.680626,    3.826724
 111.779412,    3.815283
 112.878198,    3.803769
 113.976984,    3.785989
 115.075770,    3.769041
 116.174556,    3.752741
 117.273342,    3.736634
 118.372128,    3.714163
 119.470914,    3.692305
 120.569700,    3.670936
 121.668486,    3.649698
 122.767272,    3.625937
 123.866058,    3.598972
 124.964844,    3.572338
 126.063630,    3.545780
 127.162415,    3.519297
 128.261201,    3.491967
 129.359987,    3.460015
 130.458773,    3.428087
 131.557559,    3.396184
 132.656345,    3.364490
 133.755131,    3.332965
 134.853917,    3.300686
 135.952703,    3.263524
 137.051489,    3.226493
 138.150275,    3.189562
 139.249061,    3.152609
 140.347847,    3.115636
 141.446633,    3.078762
 142.545419,    3.041866
 143.644205,    2.999681
 144.742991,    2.957434
 145.841777,    2.915215
 146.940563,    2.873008
 148.039349,    2.830739
 149.138135,    2.788409
 150.236921,    2.746075
 151.335707,    2.703730
 152.434493,    2.658911
 153.533279,    2.611401
 154.632065,    2.563823
 155.730850,    2.516173
 156.829636,    2.468425
 157.928422,    2.420578
 159.027208,    2.372635
 160.125994,    2.324594
 161.224780,    2.276455
 162.323566,    2.228218
 163.422352,    2.179855
 164.521138,    2.126791
 165.619924,    2.073518
 166.718710,    2.020116
 167.817496,    1.966529
 168.916282,    1.912761
 170.015068,    1.858864
 171.113854,    1.804838
 172.212640,    1.750599
 173.311426,    1.696153
 174.410212,    1.641577
 175.508998,    1.586871
 176.607784,    1.531927
 177.706570,    1.476747
 178.805356,    1.418725
 179.904142,    1.359005
 181.002928,    1.298994
 182.101714,    1.238692
 183.200500,    1.178235
 184.299285,    1.117621
 185.398071,    1.056692
 186.496857,    0.995442
 187.595643,    0.934037
 188.694429,    0.872475
 189.793215,    0.810573
 190.892001,    0.748321
 191.990787,    0.685912
 193.089573,    0.623347
 194.188359,    0.560417
 195.287145,    0.497106
 196.385931,    0.433639
 197.484717,    0.370015
 198.583503,    0.302662
 199.682289,    0.234385
 200.781075,    0.165930
 201.879861,    0.097296
 202.978647,    0.028230
