Speed (CAS), Rate of Climb
 138.510956, 1973.541922
 140.683907, 2010.029010
 142.856859, 2034.771776
 145.029811, 2058.339360
 147.202763, 2078.054438
 149.375714, 2095.909807
 151.548666, 2111.367092
 153.721618, 2125.983375
 155.894570, 2137.652019
 158.067522, 2148.959812
 160.240473, 2158.205759
 162.413425, 2165.932020
 164.586377, 2175.189583
 166.759329, 2182.457253
 168.932280, 2188.739938
 171.105232, 2194.545599
 173.278184, 2198.494865
 175.451136, 2201.005297
 177.624087, 2202.962051
 179.797039, 2204.350734
 181.969991, 2203.003228
 184.142943, 2201.973113
 186.315894, 2201.073639
 188.488846, 2199.590805
 190.661798, 2194.844475
 192.834750, 2189.038787
 195.007701, 2182.547860
 197.180653, 2175.372005
 199.353605, 2167.284856
 201.526557, 2154.958887
 203.699509, 2142.736046
 205.872460, 2133.130350
 208.045412, 2122.807052
 210.218364, 2111.765139
 212.391316, 2098.856227
 214.564267, 2083.038473
 216.737219, 2066.397568
 218.910171, 2048.931473
 221.083123, 2030.638147
 223.256074, 2011.515549
 225.429026, 1994.705265
 227.601978, 1975.928169
 229.774930, 1954.050888
 231.947881, 1931.291759
 234.120833, 1907.647654
 236.293785, 1883.115446
 238.466737, 1857.692008
 240.639688, 1831.374213
 242.812640, 1804.158934
 244.985592, 1777.582726
 247.158544, 1748.649547
 249.331495, 1718.018538
 251.504447, 1686.431345
 253.677399, 1653.883967
 255.850351, 1620.372404
 258.023303, 1585.892658
 260.196254, 1550.440729
 262.369206, 1514.012616
 264.542158, 1476.851478
 266.715110, 1440.084837
 268.888061, 1402.356472
 271.061013, 1361.346270
 273.233965, 1317.769343
 275.406917, 1273.125405
 277.579868, 1227.409716
 279.752820, 1180.617532
 281.925772, 1132.744113
 284.098724, 1083.784717
 286.271675, 1031.785271
 288.444627,  978.170977
 290.617579,  923.419508
 292.790531,  867.526124
 294.963482,  810.486082
 297.136434,  752.294640
 299.309386,  692.947059
 301.482338,  632.438595
 303.655290,  569.716779
 305.828241,  501.442206
 308.001193,  430.101015
 310.174145,  357.448482
 312.347097,  283.479258
 314.520048,  208.187996
 316.693000,  131.569348
 318.865952,   53.617968
 321.038904,  -25.671494
 323.211855, -106.304384
 325.384807, -188.147227
 327.557759, -269.999840
 329.730711, -353.192260
 331.903662, -437.729832
 334.076614, -523.617906
 336.249566, -610.861827
 338.422518, -699.466945
 340.595469, -789.438606
 342.768421, -880.782159
 344.941373, -973.502950
 347.114325, -1067.034488
 349.287276, -1161.745904
 351.460228, -1257.840944
 353.633180, -1356.513090
