Ground Distance, Horizontal Forces
   0.000000, 184890.261832
   1.548757, 182790.191300
   6.169300, 180715.839297
  13.822748, 178667.392484
  24.469864, 176643.584434
  38.071078, 174645.504519
  54.586525, 172672.267312
  73.976065, 170723.403459
  96.199315, 168800.696382
 121.215689, 166900.285149
 148.984405, 165025.961278
 179.464540, 163175.197858
 212.615040, 161348.997319
 248.394761, 159548.005869
 286.762509, 157772.712869
 327.677085, 156024.889599
 371.097342, 154306.146899
 416.982240, 152615.842522
 465.290878, 150958.464631
 515.982564, 149329.325620
 569.016801, 147730.345505
 624.353311, 146159.096870
 681.952010, 144602.340506
 688.328142, 144435.170235
 748.394696, 142754.119025
 810.683143, 140811.413876
 846.242994, 139679.847747
 900.051307, 137964.250880
 933.490973, 137253.852059
1001.656902, 136134.751583
1071.046745, 135392.172134
1095.360203, 135204.302299
1165.651754, 134852.405512
1196.271680, 134785.122185
1266.757444, 135630.026697
1337.242266, 135591.724092
1407.726330, 135483.466317
1478.209654, 135372.265099
1548.693104, 135255.269432
1619.177141, 135142.718710
1689.661711, 135027.608590
1760.146831, 134912.131002
1830.632502, 134796.374902
1901.118703, 134680.296764
1940.979850, 134615.903024
1985.194352, 134549.788546
2055.680609, 134436.735359
2126.166385, 134323.310650
2196.652614, 134204.713155
2267.139444, 134088.721068
2337.626838, 133972.866940
2408.114798, 133857.104290
2478.603347, 133741.489614
2549.092449, 133625.995369
2619.582123, 133510.598258
2690.072393, 133395.331771
2760.563241, 133281.665845
2831.054663, 133168.481409
2901.546656, 133055.389881
2972.039231, 132942.465767
3042.532325, 132829.656403
3113.025968, 132716.955301
3183.520167, 132604.392833
3254.014898, 132491.956732
3324.510165, 132379.632442
3395.005979, 132267.321397
3465.502342, 132155.027295
3535.999283, 132042.846347
3606.496806, 131930.789921
3676.994904, 131818.864010
3747.493561, 131707.072919
3817.992776, 131595.378657
3888.492576, 131483.817309
3958.992937, 131372.387018
4029.493851, 131261.080183
4099.995319, 131149.889172
4170.497337, 131038.840951
4240.999894, 130927.886342
4311.503029, 130817.046712
4382.006732, 130705.728554
4452.510972, 130593.345322
4523.015756, 130481.068234
4593.521109, 130368.913119
4664.027024, 130256.896873
4734.533495, 130144.989308
4805.040542, 130033.204568
4875.548160, 129921.555009
4946.056326, 129810.047780
5016.565030, 129698.652207
5087.074290, 129587.376688
5157.584108, 129476.225716
5228.094480, 129365.204210
5298.605396, 129254.314047
5369.116864, 129143.522854
5439.628894, 129032.878194
5510.141479, 128922.332979
5580.654624, 128811.935099
5651.168334, 128701.625118
5721.682632, 128591.446386
5792.197519, 128481.381773
5862.712974, 128371.473175
5933.229000, 128261.651654
6003.745612, 128151.967796
6074.262794, 127995.474767
6144.779892, 127726.373411
6215.296866, 127450.921784
6285.814442, 127173.033507
6356.332543, 126899.198561
6426.851220, 126626.161458
6497.370448, 126353.911599
6567.890234, 126082.456582
6638.410578, 125811.767124
6708.931487, 125541.896316
6779.452938, 125272.771473
6849.974942, 125004.461429
6920.497505, 124736.879967
6991.020630, 124470.111487
7061.544292, 124204.110705
7132.068518, 123937.738698
7202.593305, 123671.066953
7273.118618, 123407.376306
7343.644504, 123144.463098
7414.170920, 122882.297667
7484.697908, 122620.888073
7555.225457, 122360.254930
7625.753532, 122100.380793
7696.282137, 121841.246365
7766.811284, 121582.875501
7837.340957, 121325.059126
7907.871170, 121062.775342
7978.401934, 120801.239992
8000.000000, 120722.320301
