Cl, Efficiency
  -0.355987,   -2.201796
  -0.280265,   -1.741360
  -0.204559,   -1.276676
  -0.128865,   -0.807731
  -0.053180,   -0.334676
   0.022500,    0.142110
   0.098179,    0.622029
   0.173860,    1.104229
   0.249548,    1.587762
   0.326256,    2.077652
   0.401003,    2.553498
   0.475767,    3.026026
   0.550552,    3.493730
   0.625361,    3.954527
   0.700200,    4.406750
   0.775070,    4.846935
   0.849977,    5.268266
   0.924922,    5.654503
