Cl, Efficiency
  -0.348733,   -2.156928
  -0.274500,   -1.705543
  -0.200290,   -1.250036
  -0.126098,   -0.790386
  -0.051919,   -0.326735
   0.022253,    0.140552
   0.096421,    0.610894
   0.170591,    1.083466
   0.244767,    1.557260
   0.319945,    2.037235
   0.393201,    2.503337
   0.466477,    2.965942
   0.539779,    3.423577
   0.613110,    3.874251
   0.686474,    4.314867
   0.759878,    4.729402
   0.833324,    5.133811
