Time, Rate of Climb
   0.000000,    0.000000
   1.000000,    0.000000
   2.000000,    0.000000
   3.000000,    0.000000
   4.000000,    0.000000
   5.000000,    0.000000
   6.000000,    0.000000
   7.000000,    0.000000
   8.000000,    0.000000
   9.000000,    0.000000
  10.000000,    0.000000
  11.000000,    0.000000
  12.000000,    0.000000
  13.000000,    0.000000
  14.000000,    0.000000
  15.000000,    0.000000
  16.000000,    0.000000
  17.000000,    0.000000
  17.960000,    0.000000
  18.960000,    0.000000
  19.582485,    0.000000
  20.189437,  120.796495
  20.689437,  321.256299
  21.689437,  785.982045
  22.689437, 1245.020499
  22.990626, 1375.830973
  23.990626, 1772.611243
  24.990626, 2097.314489
  25.990626, 2336.668164
  26.990626, 2482.948501
  27.942125, 2532.761198
  28.942125, 2544.699977
  29.942125, 2566.106544
  30.942125, 2596.359721
  31.942125, 2634.524227
  32.942125, 2679.388914
  33.942125, 2729.515801
  34.942125, 2783.297579
  34.990626, 2785.969554
  35.990626, 2841.527888
  36.990626, 2896.505074
  37.035369, 2898.917748
  38.035369, 2928.179093
  39.035369, 2933.357904
  40.035369, 2931.912850
  41.035369, 2927.878722
  42.035369, 2923.786620
  43.035369, 2919.630541
  44.035369, 2915.466076
  45.035369, 2911.306286
  46.035369, 2907.142778
  47.035369, 2902.995506
  48.035369, 2898.880925
  49.035369, 2894.790611
  50.035369, 2890.675425
  51.035369, 2886.594209
  52.035369, 2882.536135
  53.035369, 2878.489318
  54.035369, 2874.450753
  55.035369, 2870.387613
  56.035369, 2866.326825
  57.035369, 2862.290523
  58.035369, 2858.247444
  59.035369, 2854.197720
  60.035369, 2850.169265
  61.035369, 2846.176230
  62.035369, 2842.163486
  63.035369, 2838.125913
  64.035369, 2834.117370
  65.035369, 2830.171650
  66.035369, 2826.154536
  67.035369, 2822.189813
  68.035369, 2818.123015
  69.035369, 2814.081761
  70.035369, 2810.068968
  71.035369, 2805.999763
  72.035369, 2802.021735
  73.035369, 2797.976470
  74.035369, 2793.946736
  75.035369, 2789.977840
  76.035369, 2785.946207
  77.035369, 2782.006123
  78.035369, 2778.016545
  79.035369, 2774.053326
  80.035369, 2770.083148
  81.035369, 2766.104604
  82.035369, 2762.126993
  83.035369, 2758.175167
  84.035369, 2754.244427
  85.035369, 2750.287076
  86.035369, 2746.309403
  87.035369, 2742.416610
  88.035369, 2737.325911
  89.035369, 2728.653736
  90.035369, 2719.272450
  91.035369, 2709.458169
  92.035369, 2699.549712
  93.035369, 2689.716908
  94.035369, 2679.847064
  95.035369, 2670.029921
  96.035369, 2660.264704
  97.035369, 2650.614850
  98.035369, 2641.066182
  99.035369, 2631.485465
 100.035369, 2621.761563
 101.035369, 2612.082952
 102.035369, 2602.382634
 103.035369, 2592.711003
 104.035369, 2583.098429
 105.035369, 2573.460165
 106.035369, 2563.896655
 107.035369, 2554.376641
 108.035369, 2544.877089
 109.035369, 2535.405568
 110.035369, 2525.931982
 111.035369, 2516.541272
 112.035369, 2507.046035
 113.035369, 2497.504160
 114.035369, 2488.024822
 115.035369, 2478.594612
 116.035369, 2469.181071
 117.035369, 2459.850046
 118.035369, 2450.490839
 119.035369, 2441.225173
 120.035369, 2431.929238
 121.035369, 2422.722825
 121.736564, 2416.449497
