Speed, Power
  67.983794, 2454187.052936
  68.713838, 2467895.913750
  69.443881, 2481336.074578
  70.173925, 2494507.535419
  70.903969, 2507410.296274
  71.634012, 2520044.357143
  72.364056, 2532409.718026
  73.094099, 2544506.378922
  73.824143, 2556334.339833
  74.554187, 2567893.600757
  75.284230, 2579184.161694
  76.014274, 2590206.022646
  76.744318, 2600959.183611
  77.474361, 2611443.644590
  78.204405, 2621659.405583
  78.934448, 2631606.466590
  79.664492, 2641284.827610
  80.394536, 2650694.488645
  81.124579, 2659835.449692
  81.854623, 2668707.710754
  82.584666, 2677311.271830
  83.314710, 2685646.132919
  84.044754, 2695048.193991
  84.774797, 2704620.916448
  85.504841, 2713955.314614
  86.234884, 2723051.388488
  86.964928, 2731909.138072
  87.694972, 2740528.563364
  88.425015, 2748909.664365
  89.155059, 2757052.441074
  89.885103, 2764956.893493
  90.615146, 2772623.021620
  91.345190, 2780050.825456
  92.075233, 2787240.305000
  92.805277, 2794191.460254
  93.535321, 2800904.291216
  94.265364, 2807378.797886
  94.995408, 2813614.980266
  95.725451, 2819612.838354
  96.455495, 2825372.372151
  97.185539, 2830893.581657
  97.915582, 2836176.466872
  98.645626, 2841221.027795
  99.375670, 2846027.264427
 100.105713, 2850595.176768
 100.835757, 2855883.716676
 101.565800, 2861064.445120
 102.295844, 2866022.411367
 103.025888, 2870757.615416
 103.755931, 2875270.057267
 104.485975, 2879559.736920
 105.216018, 2883626.654375
 105.946062, 2887470.809632
 106.676106, 2891092.202691
 107.406149, 2894490.833553
 108.136193, 2897666.702216
 108.866236, 2900619.808682
 109.596280, 2903350.152949
 110.326324, 2905857.735019
 111.056367, 2908142.554890
 111.786411, 2910204.612564
 112.516455, 2912043.908040
 113.246498, 2913660.441317
 113.976542, 2915054.212397
 114.706585, 2916225.221279
 115.436629, 2917173.467963
 116.166673, 2917898.952449
 116.896716, 2918461.733500
 117.626760, 2921691.942526
 118.356803, 2924736.005794
 119.086847, 2927593.923303
 119.816891, 2930265.695054
 120.546934, 2932751.321046
 121.276978, 2935050.801280
 122.007022, 2937164.135756
 122.737065, 2939091.324473
 123.467109, 2940832.367431
 124.197152, 2942387.264632
 124.927196, 2943756.016074
 125.657240, 2944938.621757
 126.387283, 2945935.081682
 127.117327, 2946745.395849
 127.847370, 2947369.564258
 128.577414, 2947807.586907
 129.307458, 2948059.463799
 130.037501, 2948125.194932
 130.767545, 2948004.780307
 131.497589, 2947698.219923
 132.227632, 2947205.513781
 132.957676, 2946526.661881
 133.687719, 2946023.513611
 134.417763, 2947420.879952
 135.147807, 2948658.675539
 135.877850, 2949736.900373
 136.607894, 2950655.554453
 137.337937, 2951414.637780
 138.067981, 2952014.150353
 138.798025, 2952454.092173
 139.528068, 2952734.463239
 140.258112, 2952855.263551
