eta, Ccl
   0.000000,    5.341919
   0.020408,    5.292604
   0.040816,    5.276282
   0.061224,    5.252463
   0.081633,    5.222406
   0.102041,    5.186959
   0.122449,    5.146759
   0.142857,    5.102313
   0.163265,    5.054040
   0.183673,    5.002305
   0.204082,    4.947429
   0.224490,    4.889713
   0.244898,    4.829459
   0.265306,    4.766997
   0.285714,    4.701187
   0.306122,    4.633955
   0.326531,    4.571315
   0.346939,    4.504125
   0.367347,    4.435678
   0.387755,    4.365959
   0.408163,    4.294996
   0.428571,    4.222831
   0.448980,    4.149508
   0.469388,    4.075069
   0.489796,    3.999546
   0.510204,    3.922950
   0.530612,    3.845291
   0.551020,    3.766581
   0.571429,    3.686802
   0.591837,    3.605920
   0.612245,    3.523881
   0.632653,    3.440608
   0.653061,    3.355992
   0.673469,    3.269892
   0.693878,    3.182121
   0.714286,    3.092435
   0.734694,    3.000517
   0.755102,    2.905954
   0.775510,    2.808205
   0.795918,    2.706551
   0.816327,    2.600026
   0.836735,    2.487307
   0.857143,    2.366543
   0.877551,    2.235073
   0.897959,    2.088915
   0.918367,    1.921824
   0.938776,    1.723260
   0.959184,    1.473273
   0.979592,    1.124541
   1.000000,    0.000000
