eta, Ccl
   0.000000,    2.306856
   0.020408,    2.285505
   0.040816,    2.278292
   0.061224,    2.267724
   0.081633,    2.254342
   0.102041,    2.238506
   0.122449,    2.220483
   0.142857,    2.200480
   0.163265,    2.178666
   0.183673,    2.155179
   0.204082,    2.130134
   0.224490,    2.103630
   0.244898,    2.075750
   0.265306,    2.046574
   0.285714,    2.015507
   0.306122,    1.983136
   0.326531,    1.951802
   0.346939,    1.917916
   0.367347,    1.883113
   0.387755,    1.847507
   0.408163,    1.811196
   0.428571,    1.774264
   0.448980,    1.736784
   0.469388,    1.698821
   0.489796,    1.660428
   0.510204,    1.621643
   0.530612,    1.582505
   0.551020,    1.543049
   0.571429,    1.503295
   0.591837,    1.463255
   0.612245,    1.422931
   0.632653,    1.382318
   0.653061,    1.341394
   0.673469,    1.300128
   0.693878,    1.258469
   0.714286,    1.216346
   0.734694,    1.173662
   0.755102,    1.130285
   0.775510,    1.086036
   0.795918,    1.040675
   0.816327,    0.993871
   0.836735,    0.945169
   0.857143,    0.893927
   0.877551,    0.839214
   0.897959,    0.779631
   0.918367,    0.712973
   0.938776,    0.635509
   0.959184,    0.540143
   0.979592,    0.409979
   1.000000,    0.000000
