Speed (TAS), Efficiency
  62.214464,   13.456694
  63.337918,   13.760393
  64.461373,   14.052630
  65.584827,   14.326410
  66.708281,   14.587728
  67.831735,   14.835964
  68.955190,   15.067812
  70.078644,   15.285673
  71.202098,   15.489944
  72.325552,   15.680450
  73.449007,   15.857134
  74.572461,   16.020066
  75.695915,   16.169460
  76.819369,   16.305682
  77.942824,   16.426890
  79.066278,   16.532701
  80.189732,   16.626120
  81.313186,   16.708186
  82.436641,   16.776184
  83.560095,   16.828697
  84.683549,   16.872407
  85.807003,   16.902036
  86.930458,   16.918831
  88.053912,   16.928865
  89.177366,   16.920740
  90.300820,   16.909768
  91.424275,   16.880492
  92.547729,   16.849815
  93.671183,   16.801323
  94.794637,   16.752530
  95.918092,   16.687196
  97.041546,   16.619909
  98.165000,   16.542625
  99.288454,   16.457852
 100.411909,   16.372504
 101.535363,   16.271433
 102.658817,   16.170499
 103.782271,   16.065873
 104.905725,   15.950232
 106.029180,   15.835026
 107.152634,   15.717453
 108.276088,   15.589275
 109.399542,   15.461866
 110.522997,   15.335240
 111.646451,   15.198926
 112.769905,   15.061440
 113.893359,   14.925078
 115.016814,   14.789188
 116.140268,   14.643695
 117.263722,   14.499664
 118.387176,   14.357092
 119.510631,   14.215977
 120.634085,   14.067991
 121.757539,   13.919970
 122.880993,   13.773703
 124.004448,   13.629175
 125.127902,   13.486207
 126.251356,   13.336434
 127.374810,   13.188656
 128.498265,   13.042852
 129.621719,   12.898997
 130.745173,   12.757069
 131.868627,   12.613365
 132.992082,   12.468040
 134.115536,   12.324835
 135.238990,   12.183718
 136.362444,   12.044658
 137.485899,   11.907626
 138.609353,   11.772187
 139.732807,   11.633157
 140.856261,   11.496289
 141.979715,   11.361546
 143.103170,   11.228892
 144.226624,   11.098290
 145.350078,   10.969705
 146.473532,   10.843102
 147.596987,   10.716355
 148.720441,   10.588991
 149.843895,   10.463687
 150.967349,   10.340403
 152.090804,   10.219102
 153.214258,   10.099746
 154.337712,    9.982298
 155.461166,    9.866721
 156.584621,    9.752980
 157.708075,    9.640331
 158.831529,    9.526652
 159.954983,    9.414845
 161.078438,    9.304870
 162.201892,    9.196692
 163.325346,    9.090274
 164.448800,    8.985582
 165.572255,    8.882580
 166.695709,    8.781235
 167.819163,    8.681515
 168.942617,    8.583386
 170.066072,    8.486818
 171.189526,    8.390084
 172.312980,    8.294110
 173.436434,    8.199700
