CL_e, delta_e_eq
   0.162483,    1.580737
   0.241347,    0.460792
   0.320210,   -0.659362
   0.399074,   -1.780028
   0.477940,   -2.918563
   0.556812,   -4.030777
   0.635692,   -5.158735
   0.714581,   -6.324252
   0.793483,   -7.502077
   0.873569,   -8.544224
   0.951541,   -9.993602
   1.029533,  -11.456465
   1.107547,  -13.316917
   1.185584,  -15.726209
   1.263648,  -23.466413
   1.341741,  -25.000000
