CL_e, delta_e_eq
   0.158634,    1.056844
   0.235220,   -0.373301
   0.311798,   -1.805172
   0.388373,   -3.244542
   0.464948,   -4.696615
   0.541529,   -6.151478
   0.618117,   -7.626125
   0.694718,   -9.178622
   0.771335,  -10.803445
   0.849108,  -12.450083
   0.924835,  -14.785369
   1.000589,  -23.242268
   1.076374,  -25.000000
