Speed (CAS), Rate of Climb
 123.767970,  836.590192
 124.723184,  840.318761
 125.678398,  844.117790
 126.633612,  848.842295
 127.588826,  853.115370
 128.544039,  857.208752
 129.499253,  860.915943
 130.454467,  864.330912
 131.409681,  867.503683
 132.364895,  870.251165
 133.320109,  872.867039
 134.275322,  874.961605
 135.230536,  876.979662
 136.185750,  878.458891
 137.140964,  879.874593
 138.096178,  880.744415
 139.051391,  881.562951
 140.006605,  881.824479
 140.961819,  882.004687
 141.917033,  881.710467
 142.872247,  881.234367
 143.827461,  880.941408
 144.782674,  880.984603
 145.737888,  880.895324
 146.693102,  880.280848
 147.648316,  879.591432
 148.603530,  878.497474
 149.558744,  877.125914
 150.513957,  875.669122
 151.469171,  873.602048
 152.424385,  871.440516
 153.379599,  869.061741
 154.334813,  866.182894
 155.290027,  863.199857
 156.245240,  859.946298
 157.200454,  856.225627
 158.155668,  852.391023
 159.110882,  848.319183
 160.066096,  843.728205
 161.021309,  839.013560
 161.976523,  834.791837
 162.931737,  830.239365
 163.886951,  825.549783
 164.842165,  820.737387
 165.797379,  815.535694
 166.752592,  809.946623
 167.707806,  804.225026
 168.663020,  798.370654
 169.618234,  791.950871
 170.573448,  785.297130
 171.528662,  778.500923
 172.483875,  771.561947
 173.439089,  764.010977
 174.394303,  756.252152
 175.349517,  748.340910
 176.304731,  740.276905
 177.259944,  731.699314
 178.215158,  722.797346
 179.170372,  713.733031
 180.125586,  705.405533
 181.080800,  696.922771
 182.036014,  687.851108
 182.991227,  678.617697
 183.946441,  669.222100
 184.901655,  659.663879
 185.856869,  649.778714
 186.812083,  639.366058
 187.767297,  628.781359
 188.722510,  618.024137
 189.677724,  607.093914
 190.632938,  595.959814
 191.588152,  584.156458
 192.543366,  572.170782
 193.498579,  560.002268
 194.453793,  547.650397
 195.409007,  535.114651
 196.364221,  522.210550
 197.319435,  508.923387
 198.274649,  496.314958
 199.229862,  483.522669
 200.185076,  470.545964
 201.140290,  457.384287
 202.095504,  443.971202
 203.050718,  429.911964
 204.005932,  415.658652
 204.961145,  401.210674
 205.916359,  386.567440
 206.871573,  371.728358
 207.826787,  356.692838
 208.782001,  341.305023
 209.737214,  325.347823
 210.692428,  309.185206
 211.647642,  292.816548
 212.602856,  276.241224
 213.558070,  259.458613
 214.513284,  242.468090
 215.468497,  225.625990
 216.423711,  208.769589
 217.378925,  191.580284
 218.334139,  174.181968
